,date_heure,date,heure,effacement_necessaire,total_eolien_offshore,consommation,nucleaire_base,nucleaire_flexible,hydraulique,solaire,eolien_onshore,bioenergies,charbon,gaz,petrole,importations,exportations,soldes_echanges,step_decharge,step_charge,thermique_decharge,thermique_charge,effacement_potentiel_solaire,effacement_potentiel_eolien_onshore,effacemet_potentiel_eolien_offshore,batterie_decharge,batterie_charge,pertes,need,stock_batteries
451,2023-01-19-19,2023-01-19,19:00,5372.740194934926,25834.625,88657.365,0.0,0.0,13678.477702738612,0.0,25985.621771360267,1117.0,0.0,399.966,100.045,11472.372974386699,0.0,-11472.372974386699,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5446.34078627764,20671.760194934926,0.0
452,2023-01-19-20,2023-01-19,20:00,2199.6516224338393,24610.125000000004,86377.98000000001,0.0,0.0,11126.002947904497,0.0,27586.204668668684,1119.0,0.0,399.966,100.045,14592.373134386698,0.0,-14592.373134386698,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5498.245516250842,13115.53962243384,0.0
453,2023-01-19-21,2023-01-19,21:00,0.0,23331.374999999996,81421.83,0.0,0.0,9379.473771719558,0.0,29488.884284958138,1123.0,0.0,399.966,100.045,15048.895435300032,0.0,-15048.895435300032,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5449.809491977722,8426.65635599377,0.0
454,2023-01-19-22,2023-01-19,22:00,0.0,22006.125,78299.955,0.0,0.0,8019.911408119588,0.0,31746.660134516147,1118.0,0.0,399.966,10.0045,15048.895435300032,0.0,-15048.895435300032,7506.92610091616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.676435994785,7506.92610091616,0.0
455,2023-01-19-23,2023-01-19,23:00,0.0,21145.875000000004,81857.505,0.0,0.0,9841.762627240227,0.0,31343.864402446045,1121.0,0.0,239.9796,1.00045,15644.96553025919,0.0,-15644.96553025919,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5480.942609945464,8557.074855102015,0.0
456,2023-01-20-00,2023-01-20,00:00,0.0,20677.0,80809.11,0.0,0.0,8804.201891904315,0.0,30305.075539855683,1120.0,0.0,143.98775999999998,0.10004500000000002,15644.96553025919,0.0,-15644.96553025919,7267.290233214302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.3681430906245,7267.290233214302,0.0
457,2023-01-20-01,2023-01-20,01:00,0.0,20874.625,74991.045,0.0,0.0,8324.965571709496,0.0,29944.679371172675,1130.0,0.0,86.392656,0.010004500000000003,15644.96553025919,0.0,-15644.96553025919,4233.760690727802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5248.353824369176,4233.760690727802,0.0
458,2023-01-20-02,2023-01-20,02:00,0.0,21393.875,73055.76,0.0,0.0,8075.461392223368,0.0,29388.185351940614,1123.0,0.0,51.835593599999996,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,4746.7743283928685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.533553558903,4746.7743283928685,0.0
459,2023-01-20-03,2023-01-20,03:00,0.0,22436.249999999996,69968.295,0.0,0.0,7797.7114717044615,0.0,28863.49094519521,1109.0,0.0,31.101356159999995,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,1468.5715947486879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5239.992255210402,1468.5715947486879,0.0
460,2023-01-20-04,2023-01-20,04:00,0.0,23521.249999999996,67307.625,0.0,0.0,7462.52851099476,0.0,29891.680017028233,1104.0,0.0,18.660813695999995,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.3674133959958,5363.288815725034,-2829.3674133959958,0.10882182359215369
461,2023-01-20-05,2023-01-20,05:00,0.0,24180.0,66623.31,0.0,0.0,7332.598042080517,0.0,30978.168378420145,1106.0,0.0,11.196488217599997,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5010.802748280241,5476.01204784007,-5010.802748280241,0.3015450062183168
462,2023-01-20-06,2023-01-20,06:00,0.0,24858.125000000004,67993.60500000001,0.0,0.0,7248.802296889471,0.0,32478.052262639496,1097.0,0.0,6.717892930559998,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5575.570364504538,5621.683975357012,-5575.570364504538,0.5159900202377221
463,2023-01-20-07,2023-01-20,07:00,0.0,25427.749999999996,70917.345,0.0,0.0,7753.459784013793,0.0,33919.63685729996,1104.0,0.0,4.030735758335998,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.585388721196,5798.108875752922,-4995.585388721196,0.708127919803922
464,2023-01-20-08,2023-01-20,08:00,0.0,24183.875,73963.74,0.0,0.0,8147.017302930553,0.0,35938.915212850276,1095.0,0.0,2.418441455001599,0.053500000000000006,15644.96553025919,0.0,-15644.96553025919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169.304327726819,5879.200659768203,-5169.304327726819,0.9069473170241843
465,2023-01-20-09,2023-01-20,09:00,0.0,21266.0,76541.15999999999,0.0,0.0,8555.639230434452,3061.9692063370053,38429.88854092999,1106.0,0.0,0.0,0.053500000000000006,12423.071897876473,0.0,-12423.071897876473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.369757371209,5882.092618206721,-5432.745527313,1.0
466,2023-01-20-10,2023-01-20,10:00,-9.094947017729282e-13,20855.25,79136.895,0.0,0.0,8872.933228508222,12103.21650509205,41201.75892640452,1099.0,0.0,0.0,0.053500000000000006,4623.071497876473,0.0,-4623.071497876473,0.0,0.0,0.0,5569.547264770449,0.0,9.094947017729282e-13,0.0,0.0,0.0,6191.698535967956,-12859.26726477045,1.0
467,2023-01-20-11,2023-01-20,11:00,0.0,20134.5,80019.345,0.0,0.0,9821.990588462793,14779.425748285414,42102.749228004715,1098.0,0.0,0.0,0.053500000000000006,1503.0713378764722,0.0,-1503.0713378764722,0.0,0.0,0.0,5309.400686186211,0.0,0.0,0.0,0.0,0.0,6253.901859300326,-8225.288686186212,1.0
468,2023-01-20-12,2023-01-20,12:00,-9.094947017729282e-13,19285.875,81442.92,0.0,0.0,10961.236051680171,20445.27414048075,41673.45381886239,1105.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,1227.8674231088262,0.0,6400.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,6542.962230771633,-9032.606991217679,1.0
469,2023-01-20-13,2023-01-20,13:00,0.0,18902.25,83190.06,0.0,0.0,12825.455882349977,16780.555210166833,41938.45098994232,1119.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,4108.959379544137,0.0,0.0,0.0,0.0,0.0,6409.60334577214,-4108.959379544137,1.0
470,2023-01-20-14,2023-01-20,14:00,0.0,19278.125,79278.975,0.0,0.0,10781.4047468687,13983.795939943724,42118.64903424805,1117.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,4033.378633443387,0.0,0.0,0.0,0.0,0.0,6109.531730474233,-4033.378633443387,1.0
471,2023-01-20-15,2023-01-20,15:00,0.0,21576.0,76553.925,0.0,0.0,10431.157377571859,10704.836972773452,42017.95018130206,1114.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,3280.993414432055,0.0,0.0,0.0,0.0,0.0,6009.079617215317,-3280.993414432055,1.0
472,2023-01-20-16,2023-01-20,16:00,0.0,24656.625,74683.02,0.0,0.0,10088.442212568589,6630.24799167558,42484.34513834549,1117.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,4345.324118608395,0.0,0.0,0.0,0.0,0.0,5948.369723981276,-4345.324118608395,1.0
473,2023-01-20-17,2023-01-20,17:00,0.0,27152.125000000004,73848.3,0.0,0.0,9905.786333653841,1229.609741180047,42770.54213115473,1118.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,2575.4887815694174,0.0,0.0,0.0,0.0,0.0,5752.3279244192045,-2575.4887815694174,1.0
474,2023-01-20-18,2023-01-20,18:00,0.0,28616.875000000004,77831.535,0.0,0.0,11961.135785602715,0.0,42176.94848395002,1116.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,168.50712068405193,0.0,0.0,0.0,0.0,0.0,5870.9706488686925,-168.50712068405193,1.0
475,2023-01-20-19,2023-01-20,19:00,0.0,28829.999999999996,80435.595,0.0,0.0,11790.719721117346,0.0,40698.264261316894,1120.0,0.0,159.98640000000003,30.067000000000004,0.0,0.0,0.0,0.0,0.0,1446.8627534790203,0.0,0.0,0.0,0.0,0.0,0.0,5783.162278770397,1624.4327534790202,1.0
476,2023-01-20-20,2023-01-20,20:00,9.094947017729282e-13,28179.0,77941.425,0.0,0.0,9653.457580064436,0.0,38106.59200021965,1121.0,0.0,319.97280000000006,60.08050000000001,0.0,0.0,0.0,0.0,0.0,5920.388890335804,0.0,0.0,0.0,0.0,0.0,0.0,5419.0667706198865,6097.9588903358035,1.0
477,2023-01-20-21,2023-01-20,21:00,0.0,27628.75,73843.305,0.0,0.0,8157.374081327401,0.0,38943.98307684651,1118.0,0.0,399.966,90.09400000000001,0.0,0.0,0.0,0.0,0.0,2846.565342898255,0.0,0.0,0.0,0.0,0.0,0.0,5341.427501072175,2949.375342898255,1.0
478,2023-01-20-22,2023-01-20,22:00,0.0,27097.875,71304.735,0.0,0.0,8179.029176191847,0.0,37899.8942788417,1115.0,0.0,399.966,100.045,0.0,0.0,0.0,0.0,0.0,3888.919579675955,0.0,0.0,0.0,0.0,0.0,0.0,5233.1368918523485,3898.219579675955,1.0
479,2023-01-20-23,2023-01-20,23:00,0.0,26253.125,74940.54000000001,0.0,0.0,8734.529017229657,0.0,35340.02163023111,1119.0,0.0,399.966,100.045,0.0,0.0,0.0,0.0,0.0,8027.831647861497,0.0,0.0,0.0,0.0,0.0,0.0,5033.978295322255,8027.831647861497,1.0
480,2023-01-21-00,2023-01-21,00:00,0.0,25195.25,74715.21,0.0,0.0,8643.201067745042,0.0,33251.84403422148,1113.0,0.0,399.966,100.045,0.0,0.0,0.0,2173.277107174038,0.0,6502.711305139951,0.0,0.0,0.0,0.0,0.0,0.0,4806.941657137657,8675.98841231399,1.0
481,2023-01-21-01,2023-01-21,01:00,0.0,24106.375,69497.09999999999,0.0,0.0,8257.175753121852,0.0,29971.179128316442,1111.0,0.0,399.966,10.0045,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.421210262388,0.0,4468.021591700681,10109.421210262388,0.9188684149899082
482,2023-01-21-02,2023-01-21,02:00,0.0,23184.125000000004,67767.16500000001,0.0,0.0,8197.85967689853,0.0,28084.399318270323,1108.0,0.0,239.9796,1.00045,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.7728844929734,0.0,4255.9719296618205,11207.772884492973,0.7954925348171016
483,2023-01-21-03,2023-01-21,03:00,0.0,22571.875,64362.795,0.0,0.0,7981.3088886899595,0.0,26706.41410872627,1098.0,0.0,143.98775999999998,0.10004500000000002,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.4245052600545,0.0,4094.458164819136,12098.424505260055,0.6378608230763303
484,2023-01-21-04,2023-01-21,04:00,0.0,22920.625,61512.315,0.0,0.0,7799.594527791476,0.0,22938.154424048473,1099.0,0.0,86.392656,0.010004500000000003,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.064217645995,0.0,3838.668687128797,12650.064217645995,0.45901219932071513
485,2023-01-21-05,2023-01-21,05:00,0.0,23680.125,60092.07,0.0,0.0,7841.021621324382,0.0,19493.191280081035,1097.0,0.0,51.835593599999996,0.053500000000000006,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,5722.8884145501015,0.0,3651.1882666983793,13722.888414550102,0.2389011064534035
486,2023-01-21-06,2023-01-21,06:00,0.0,24424.125,60730.32,0.0,0.0,7654.599650290092,0.0,16307.925371779065,1089.0,0.0,31.101356159999995,0.053500000000000006,2803.6965682024534,0.0,-2803.6965682024534,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,6211.428767788491,0.0,3648.7530713629453,16831.70593433284,0.0
487,2023-01-21-07,2023-01-21,07:00,939.9673307760931,25125.5,61990.725,0.0,0.0,7970.0105722223625,0.0,14484.744946849361,1093.0,0.0,18.660813695999995,0.053500000000000006,10603.696968202454,0.0,-10603.696968202454,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4102.051988889126,16229.687330776092,0.0
488,2023-01-21-08,2023-01-21,08:00,1243.7696950810005,24261.374999999996,63860.52,0.0,0.0,8129.128340294622,0.0,13742.75286782558,1096.0,0.0,11.196488217599997,0.053500000000000006,13723.697128202453,0.0,-13723.697128202453,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4204.595876764119,12159.657695081001,0.0
489,2023-01-21-09,2023-01-21,09:00,960.7075771798409,20851.375,66050.55,0.0,0.0,8722.289182745797,2917.3090916669453,13175.658977764628,1091.0,0.0,6.717892930559998,0.053500000000000006,16843.697288202457,0.0,-16843.697288202457,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4375.4013676330815,11876.595577179842,0.0
490,2023-01-21-10,2023-01-21,10:00,0.0,18871.25,69539.28,0.0,0.0,8675.212941006335,14465.995842476803,13488.355567574547,1093.0,0.0,4.030735758335998,0.053500000000000006,16843.697288202457,0.0,-16843.697288202457,1161.442444207205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.758319225679,1161.442444207205,0.0
491,2023-01-21-11,2023-01-21,11:00,0.0,18181.5,72194.4,0.0,0.0,9996.172745067708,27726.49203141387,14389.345949246283,1101.0,0.0,2.418441455001599,0.053500000000000006,16843.697288202457,0.0,-16843.697288202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9946.578367130154,6099.701588255177,-9946.578367130154,0.3825607064280829
492,2023-01-21-12,2023-01-21,12:00,0.0,18038.124999999996,74479.89,0.0,0.0,11314.307995080288,32837.8104637411,15936.929412338717,1106.0,0.0,0.0,0.053500000000000006,15732.802480222173,0.0,-15732.802480222173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16053.421632869846,6575.574361369574,-17093.90130523927,1.0
493,2023-01-21-13,2023-01-21,13:00,-1.8189894035458565e-12,17852.125,76107.705,0.0,0.0,10070.55322987817,35538.12979457478,18131.10587678031,1111.0,0.0,0.0,0.053500000000000006,7932.802080222173,0.0,-7932.802080222173,0.0,3962.745790837882,0.0,6400.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,6308.1758334746955,-17652.465790837883,1.0
494,2023-01-21-14,2023-01-21,14:00,0.0,17615.75,71809.23,0.0,0.0,8724.17223883281,33512.890245053044,21512.469715702882,1122.0,0.0,0.0,0.053500000000000006,4812.801920222173,0.0,-4812.801920222173,0.0,3001.9381654513345,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,6088.969454359578,-12317.826165451335,1.0
495,2023-01-21-15,2023-01-21,15:00,-1.8189894035458565e-12,18855.75,69189.07500000001,0.0,0.0,8671.446828832306,26328.11229350936,24655.336060617752,1113.0,0.0,0.0,0.053500000000000006,1692.801760222172,0.0,-1692.801760222172,0.0,43.02273998605415,0.0,6400.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,5684.402703195526,-9358.910739986055,1.0
496,2023-01-21-16,2023-01-21,16:00,-2.2737367544323206e-13,20944.374999999996,67739.41500000001,0.0,0.0,8768.42392652348,15213.405681123773,27633.904167470224,1113.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,776.6261608592399,0.0,2.2737367544323206e-13,0.0,0.0,0.0,5157.121114258223,-2358.6838806930455,1.0
497,2023-01-21-17,2023-01-21,17:00,-9.094947017729282e-13,22920.625,67787.145,0.0,0.0,8929.424730628267,3230.738997475558,31402.163772076477,1125.0,0.0,159.98640000000003,30.067000000000004,0.0,0.0,0.0,0.0,0.0,4734.129174832323,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,4744.990075012623,4911.699174832323,1.0
498,2023-01-21-18,2023-01-21,18:00,9.094947017729282e-13,24199.375,72542.38500000001,0.0,0.0,9254.25091294112,0.0,34550.330132477335,1120.0,0.0,319.97280000000006,60.08050000000001,0.0,0.0,0.0,0.0,0.0,7901.915877760841,0.0,0.0,0.0,0.0,0.0,0.0,4863.540223179292,8079.485877760841,1.0
499,2023-01-21-19,2023-01-21,19:00,0.0,24327.25,77388.09,0.0,0.0,11916.884097912047,0.0,38329.18960791247,1128.0,0.0,399.966,90.09400000000001,0.0,0.0,0.0,1039.7459346318265,0.0,3345.2558760942284,0.0,0.0,0.0,0.0,0.0,0.0,5331.152659407717,4487.811810726055,1.0
500,2023-01-21-20,2023-01-21,20:00,0.0,23684.0,76515.07500000001,0.0,0.0,10823.773378472355,0.0,40231.86930427346,1119.0,0.0,399.966,100.045,0.0,0.0,0.0,3356.380162189259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.815987792208,3365.680162189259,1.0
501,2023-01-21-21,2023-01-21,21:00,0.0,22874.125,73201.725,0.0,0.0,9563.07116865057,0.0,40682.36445507356,1119.0,0.0,399.966,100.045,0.0,0.0,0.0,1549.706477079427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5229.41024366069,1549.706477079427,1.0
502,2023-01-21-22,2023-01-21,22:00,0.0,22103.000000000004,69986.055,0.0,0.0,8920.009470247684,0.0,42139.84885597737,1116.0,0.0,399.966,100.045,0.0,0.0,0.0,439.4167566106909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5232.231082835755,439.4167566106909,1.0
503,2023-01-21-23,2023-01-21,23:00,0.0,21378.374999999996,73086.28499999999,0.0,0.0,9724.071972755359,0.0,45839.2092201243,1119.0,0.0,239.9796,10.0045,0.0,0.0,0.0,0.0,0.0,0.0,1886.612402235244,0.0,0.0,0.0,0.0,0.0,5480.600033501576,-2036.132402235244,1.0
504,2023-01-22-00,2023-01-22,00:00,0.0,20479.375,72326.49,0.0,0.0,9558.363538460279,0.0,48266.58324315915,1110.0,0.0,143.98775999999998,1.00045,0.0,0.0,0.0,0.0,0.0,478.52488595108,0.0,0.0,0.0,0.0,0.0,0.0,5568.48773471336,478.52488595108,1.0
505,2023-01-22-01,2023-01-22,01:00,0.0,19553.25,67314.285,0.0,0.0,8961.436583835075,0.0,49050.97488557002,1108.0,0.0,86.392656,0.10004500000000002,0.0,0.0,0.0,0.0,0.0,0.0,3790.1973236895915,0.0,0.0,0.0,0.0,0.0,5512.814703858357,-3790.1973236895915,1.0
506,2023-01-22-02,2023-01-22,02:00,0.0,18414.0,65991.72,0.0,0.0,8686.511237419447,0.0,49835.366447909364,1112.0,0.0,51.835593599999996,0.010004500000000003,0.0,0.0,0.0,0.0,0.0,0.0,4498.402934498643,0.0,0.0,0.0,0.0,0.0,5466.743206073018,-4498.402934498643,1.0
507,2023-01-22-03,2023-01-22,03:00,0.0,17142.999999999996,63245.58,0.0,0.0,8388.98927812311,0.0,49962.565057999105,1113.0,0.0,31.101356159999995,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,5885.705077736517,0.0,0.0,0.0,0.0,0.0,5364.566971688555,-5885.705077736517,1.0
508,2023-01-22-04,2023-01-22,04:00,0.0,16623.75,60828.555,0.0,0.0,8408.761316900542,0.0,49761.1672720356,1094.0,0.0,18.660813695999995,0.053500000000000006,0.0,0.0,0.0,0.0,1221.6189576534734,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,5313.361802121531,-7621.618957653473,1.0
509,2023-01-22-05,2023-01-22,05:00,0.0,16798.125,61032.795000000006,0.0,0.0,8297.661348692978,0.0,47943.2867024488,1084.0,0.0,11.196488217599997,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,5769.319802384705,0.0,0.0,0.0,0.0,0.0,5189.351094117525,-5769.319802384705,1.0
510,2023-01-22-06,2023-01-22,06:00,0.0,17701.0,65933.44499999999,0.0,0.0,8775.95613081705,0.0,47498.091487063146,1072.0,0.0,6.717892930559998,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,1723.7805463794496,0.0,0.0,0.0,0.0,0.0,5253.736321574174,-1723.7805463794496,1.0
511,2023-01-22-07,2023-01-22,07:00,0.0,18879.0,74618.64,0.0,0.0,10726.796280781184,0.0,43687.43223899826,1063.0,0.0,4.030735758335998,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,5463.530433840315,0.0,0.0,0.0,0.0,0.0,0.0,5205.203189378099,5463.530433840315,1.0
512,2023-01-22-08,2023-01-22,08:00,0.0,19076.625,80280.75,0.0,0.0,12388.588213813298,0.0,41419.0565986829,1065.0,0.0,2.418441455001599,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,11505.618848719645,0.0,0.0,0.0,0.0,0.0,0.0,5176.610602670857,11505.618848719645,1.0
513,2023-01-22-09,2023-01-22,09:00,0.0,17658.375,80664.255,0.0,0.0,12101.423032913806,2025.2393439358245,37232.10137569167,1048.0,0.0,162.40484145500162,0.053500000000000006,0.0,0.0,0.0,6693.448290592278,0.0,6515.540301028283,0.0,0.0,0.0,0.0,0.0,0.0,4915.187828474012,13358.50859162056,1.0
514,2023-01-22-10,2023-01-22,10:00,9.094947017729282e-13,16701.250000000004,80957.295,0.0,0.0,12074.118809897293,12850.62634373902,34847.12691604392,1036.0,0.0,322.3912414550016,0.053500000000000006,0.0,0.0,0.0,6429.604106681348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5446.733060673739,6579.124106681348,1.0
515,2023-01-22-11,2023-01-22,11:00,0.0,16616.0,81117.135,0.0,0.0,12326.447543432208,23434.913289482727,34280.033025982964,1031.0,0.0,162.4048414550016,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,2727.7586572910736,0.0,0.0,0.0,0.0,0.0,6148.815685918975,-2877.2786572910736,1.0
516,2023-01-22-12,2023-01-22,12:00,0.0,17456.875,82068.405,0.0,0.0,13370.598965045428,28787.331570283543,34682.828677981524,1040.0,0.0,2.418441455001558,0.053500000000000006,0.0,0.0,0.0,0.0,2340.762186894779,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,6673.796110727857,-8890.28218689478,1.0
517,2023-01-22-13,2023-01-22,13:00,0.0,17685.5,81699.885,0.0,0.0,11863.217169895277,30740.241062470246,37714.39621904998,1038.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,6151.481782673571,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,6932.898311599086,-12553.74200833245,1.0
518,2023-01-22-14,2023-01-22,14:00,0.0,18995.25,79875.59999999999,0.0,0.0,11737.052793100578,26328.11229350936,35795.816796517196,1031.0,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,1039.5756513082497,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,6572.1097318188995,-7439.57565130825,1.0
519,2023-01-22-15,2023-01-22,15:00,0.0,21413.25,77335.92000000001,0.0,0.0,10798.352191488366,23796.563164986055,32615.850823629677,1022.9999999999999,0.0,0.0,0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,6035.85504749679,0.0,0.0,0.0,0.0,0.0,6275.294632607287,-6035.85504749679,1.0
520,2023-01-22-16,2023-01-22,16:00,0.0,23773.125,76049.43,0.0,0.0,9947.213447241233,12850.62634373902,32297.854218333767,1027.0,0.0,159.98640000000003,30.067000000000004,0.0,0.0,0.0,0.0,0.0,1568.6983213379635,0.0,0.0,0.0,0.0,0.0,0.0,5605.140730651982,1746.2683213379635,1.0
521,2023-01-22-17,2023-01-22,17:00,0.0,25051.875,75779.7,0.0,0.0,10113.863399552576,5231.86845935698,28746.892205934353,1036.0,0.0,319.97280000000006,60.08050000000001,0.0,0.0,0.0,0.0,0.0,10156.645869695169,0.0,0.0,0.0,0.0,0.0,0.0,4937.498234539074,10334.215869695168,1.0
522,2023-01-22-18,2023-01-22,18:00,1.8189894035458565e-12,25090.625,80144.22,0.0,0.0,11142.008874507903,0.0,26441.41693764635,1053.0,0.0,399.966,90.09400000000001,0.0,0.0,0.0,8000.0,0.0,10645.546772797157,0.0,0.0,0.0,0.0,1774.5159718993928,0.0,4492.953556850798,20522.87274469655,0.9317493856961772
523,2023-01-22-19,2023-01-22,19:00,0.0,23862.25,85373.985,0.0,0.0,13231.253235750599,0.0,24093.542025899704,1059.0,0.0,399.966,100.045,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,16875.00576380808,0.0,4389.934168315522,24884.30576380808,0.2827107024727895
524,2023-01-22-20,2023-01-22,20:00,4060.97427816255,22467.25,82252.11,0.0,0.0,11503.554540217854,0.0,21888.765690629218,1066.0,0.0,399.966,100.045,7800.000400000001,0.0,-7800.000400000001,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,7350.4782642925275,0.0,4527.781316159296,26701.17254245508,0.0
525,2023-01-22-21,2023-01-22,21:00,11185.09113888141,21347.375,76525.62000000001,0.0,0.0,8646.967179919071,0.0,19116.895305154696,1069.0,0.0,399.966,100.045,10920.00056,0.0,-10920.00056,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4259.7201839551635,22100.97913888141,0.0
526,2023-01-22-22,2023-01-22,22:00,6224.081198843929,20289.500000000004,72396.42000000001,0.0,0.0,8207.274917224626,0.0,18465.002288319552,1068.0,0.0,399.966,10.0045,14040.000720000002,0.0,-14040.000720000002,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.409624388093,17139.96919884393,0.0
527,2023-01-22-23,2023-01-22,23:00,3866.071076196804,19336.25,75551.04000000001,0.0,0.0,9295.678026528512,0.0,16588.822429173862,1068.0,0.0,239.9796,1.00045,21840.00112,0.0,-21840.00112,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4684.762701899167,19155.7910761968,0.0
528,2023-01-23-00,2023-01-23,00:00,680.7826420095771,19208.375000000004,74436.59999999999,0.0,0.0,9290.97039633822,0.0,15905.12971978051,1073.0,0.0,143.98775999999998,0.10004500000000002,24960.00128,0.0,-24960.00128,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4825.746843128311,11596.670642009576,0.0
529,2023-01-23-01,2023-01-23,01:00,0.0,19704.375,69184.08,0.0,0.0,8091.4673188267725,0.0,16011.128588212478,1058.0,0.0,86.392656,0.010004500000000003,24960.00128,0.0,-24960.00128,6194.660049310638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4779.097753992748,6194.660049310638,0.0
530,2023-01-23-02,2023-01-23,02:00,0.0,20250.75,67734.42,0.0,0.0,8067.929187929797,0.0,15263.836573774252,1068.0,0.0,51.835593599999996,0.053500000000000006,24960.00128,0.0,-24960.00128,4976.69900447239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.8279969192845,4976.69900447239,0.0
531,2023-01-23-03,2023-01-23,03:00,0.0,20243.0,65199.735,0.0,0.0,8178.087638121096,0.0,14892.840534262363,1064.0,0.0,31.101356159999995,0.053500000000000006,24960.00128,0.0,-24960.00128,2714.8982545405343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.390420226842,2714.8982545405343,0.0
