Date;Heures;effacement nécessaire;Total éolien OffShore;Consommation;nucléaire base;nucléaire flexible;hydraulique;solaire;éolien onshore;biomasse;charbon;gaz - cogénérations;gaz - cycles combinés + turbines à combustion;pétrole;importations;exportations;soldes échanges;step décharge;step charge;59;80;76;14;22;44;17;33;34;85;effacement potentiel solaire;effacement potentiel éolien terrestre;effacement potentiel éolien marin
10/6;09:00;0.0;8489.6;43634.8;17820.1;7854.9;3357.5;4098.5;14510.8;2093.1;0.0;402.5;42.9;85.0;0.0;8904.7;8904.7;0.0;2220.6;1295.1;945.8;858.8;762.6;665.3;686.1;469.0;480.9;934.0;1392.1;0;0;0
10/6;10:00;0.0;7954.8;45809.9;17603.7;6226.8;3858.9;11976.4;12776.3;2072.6;0.0;398.4;0.0;85.0;0.0;8904.7;8904.7;0.0;3941.0;1212.6;863.1;744.1;657.9;586.0;620.3;467.7;488.4;922.7;1392.1;0;0;0
10/6;11:00;0.0;7352.5;46656.2;17387.3;6226.8;3345.9;18886.1;11510.1;2056.2;0.0;394.3;0.0;85.0;0.0;11789.2;11789.2;0.0;4200.0;1109.0;782.2;632.3;553.3;516.0;544.1;438.5;466.0;920.4;1390.6;0;0;0
10/6;12:00;0.0;6798.2;47827.6;17170.9;4598.7;2633.0;23248.6;12910.7;2066.4;0.0;374.7;0.0;85.0;0.0;13066.6;13066.6;0.0;4200.0;1003.4;690.1;527.6;468.7;447.8;478.3;417.0;452.2;923.8;1389.2;0;0;0
10/6;13:00;0.0;6244.2;49337.4;16954.5;4598.7;2738.3;25333.6;13350.4;2056.2;0.0;373.7;0.0;85.0;0.0;13274.9;13274.9;0.0;4200.0;888.3;558.5;423.0;387.0;379.6;435.0;400.5;452.2;935.1;1385.0;0;0;0
10/6;14:00;0.0;5625.1;46697.9;16738.1;2970.6;2042.3;23809.8;14299.1;2043.9;0.0;373.7;0.0;85.0;0.0;13274.9;13274.9;0.0;3346.2;713.7;409.9;316.9;302.4;307.8;403.6;390.4;459.7;944.2;1376.6;0;0;0
10/6;15:00;0.0;5070.3;45031.7;16521.7;2970.6;2123.5;22324.4;13492.9;2015.2;0.0;368.5;0.0;85.0;0.0;13274.9;13274.9;0.0;2207.2;537.2;297.1;249.5;243.7;248.8;355.7;358.7;446.9;964.6;1368.2;0;0;0
10/6;16:00;0.0;4747.4;43500.6;16521.7;4283.3;2023.6;17791.3;13118.3;2007.0;0.0;368.5;0.0;85.0;0.0;13274.9;13274.9;0.0;0.0;422.1;252.0;240.9;227.9;213.8;307.9;314.3;422.4;985.0;1361.1;0;5.38302E-05;0
10/6;17:00;0.0;4650.1;42399.3;16738.1;5911.4;2037.9;10804.6;13126.5;2009.0;0.0;368.5;2840.0;595.0;0.0;13274.9;13274.9;609.4;0.0;378.0;231.3;240.9;215.0;195.3;313.9;299.1;429.9;988.4;1358.3;0;5.06579E-05;0
10/6;18:00;0.0;4523.4;43016.0;16954.5;7539.5;2850.7;4775.2;13354.5;2007.0;0.0;373.7;5680.0;1105.0;0.0;13274.9;13274.9;1125.8;0.0;339.6;191.8;203.6;147.6;145.6;378.2;316.9;465.0;978.2;1356.9;0;0;0
10/6;19:00;0.0;4388.3;45302.0;17170.9;9167.6;5436.4;401.6;13232.3;1992.6;0.0;386.0;7100.0;1615.0;0.0;13274.9;13274.9;1788.0;0.0;330.0;165.5;169.2;78.8;79.2;403.6;318.1;476.7;1008.8;1358.3;0;0.000132621;0
10/6;20:00;0.0;4383.2;47969.9;17387.3;10795.7;5608.6;0.0;14531.1;2000.8;0.0;391.2;7100.0;1700.0;0.0;13274.9;13274.9;1650.4;0.0;349.2;203.1;189.3;64.5;49.8;372.2;292.8;458.6;1031.5;1372.4;0;8.5637E-05;0
10/6;21:00;0.0;4502.0;44974.8;17387.3;10795.7;3027.3;0.0;18256.6;1996.7;0.0;393.2;4916.4;1190.0;0.0;13274.9;13274.9;0.0;0.0;416.3;297.1;253.8;77.4;29.5;324.4;258.6;416.0;1038.3;1390.6;0;0;0
10/6;22:00;0.0;4802.1;43168.4;17387.3;10795.7;2235.9;0.0;20048.0;1998.8;0.0;397.4;2193.7;680.0;0.0;13274.9;13274.9;0.0;0.0;564.1;438.1;345.5;124.7;27.6;275.0;233.2;375.6;1030.4;1387.8;0;0;0
10/6;23:00;0.0;5281.3;46180.8;17603.7;10854.0;2732.9;0.0;21542.3;2000.8;0.0;387.1;3304.0;68.0;0.0;13274.9;13274.9;0.0;0.0;773.2;616.7;483.2;233.6;53.4;218.2;215.5;349.0;994.1;1344.3;0;2.23816E-05;0
10/7;00:00;0.0;5761.1;45527.5;17387.3;9225.9;2308.2;0.0;24009.6;2052.1;0.0;390.1;1982.4;85.0;0.0;13274.9;13274.9;0.0;106.5;978.5;808.5;655.2;378.4;101.4;168.9;193.9;329.8;915.9;1230.5;0;2.95095E-06;0
10/7;01:00;0.0;6158.8;41061.3;17170.9;9225.9;1631.0;0.0;25092.6;2039.8;0.0;393.2;1189.5;85.0;0.0;13442.9;13442.9;0.0;4200.0;1124.3;953.3;834.5;570.5;182.4;139.0;167.3;297.9;838.8;1050.7;0;0;0
10/7;02:00;0.0;6481.2;39518.1;16954.5;7597.8;1384.5;0.0;24078.8;2025.4;0.0;393.2;713.7;85.0;0.0;13442.9;13442.9;0.0;2689.2;1210.6;1043.6;967.8;749.7;304.1;127.0;142.0;262.8;790.0;883.6;0;5.66694E-05;0
10/7;03:00;0.0;6700.8;36697.7;16738.1;7597.8;1413.3;0.0;23683.9;1978.3;0.0;395.3;428.2;85.0;0.0;14105.2;14105.2;0.0;4200.0;1270.1;1113.2;1066.7;893.0;436.8;125.6;117.9;233.0;719.8;724.8;0;0;0
10/7;04:00;0.0;6875.9;34677.0;16521.7;5969.7;1561.4;0.0;22959.1;2009.0;0.0;399.4;256.9;85.0;0.0;14105.2;14105.2;0.0;3995.9;1362.2;1152.6;1122.6;1003.4;569.5;136.0;91.3;195.8;613.2;629.3;0;7.04513E-06;0
10/7;05:00;0.0;7120.5;34037.9;16305.2;5969.7;1384.5;0.0;23557.6;2007.0;0.0;401.5;154.2;85.0;0.0;14861.3;14861.3;0.0;4200.0;1456.2;1214.7;1161.3;1066.4;689.2;149.5;62.1;146.8;564.5;609.6;0;0;0
10/7;06:00;0.0;7346.4;34499.2;16088.8;4341.6;1419.5;0.0;23435.5;2019.3;0.0;403.5;92.5;85.0;0.0;14861.3;14861.3;0.0;2099.7;1513.8;1282.4;1185.7;1103.7;764.8;168.9;40.6;105.3;570.2;611.0;0;0;0
10/7;07:00;0.0;7249.7;35776.3;15872.4;4341.6;1493.6;0.0;22906.2;2004.9;0.0;403.5;0.0;85.0;0.0;14861.3;14861.3;0.0;7.3;1565.6;1325.6;1233.0;1115.2;735.3;197.3;26.6;76.6;506.7;467.8;0;1.34189E-07;0
10/7;08:00;0.0;7189.3;36719.1;15960.6;5969.7;1591.7;66.0;22108.2;1982.4;0.0;401.5;0.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1628.9;1410.2;1270.3;1136.7;720.6;230.2;11.4;45.8;461.3;273.9;0;1.70743E-05;0
10/7;09:00;0.0;7399.5;39051.7;16177.0;7597.8;1780.9;1369.8;20715.7;1988.5;0.0;401.5;336.1;85.0;0.0;14861.3;14861.3;0.0;0.0;1661.5;1536.2;1306.2;1186.8;796.1;291.5;3.8;31.9;418.3;167.2;0;0;0
10/7;10:00;0.0;7556.3;42421.7;16177.0;7597.8;2102.1;4846.7;20520.3;1986.5;0.0;402.5;202.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1705.6;1600.2;1324.8;1227.0;877.2;327.3;3.8;22.3;351.4;116.6;0;0;0
10/7;11:00;0.0;7650.3;44786.9;16177.0;6560.9;2480.4;9247.7;19457.7;1963.9;0.0;402.5;0.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1724.8;1628.4;1340.6;1258.5;945.4;375.2;3.8;9.6;263.0;101.1;0;1.81899E-12;0
10/7;12:00;0.0;7739.0;46753.8;15960.6;6560.9;2553.6;12372.5;18700.4;1972.1;0.0;396.3;0.0;85.0;0.0;14861.3;14861.3;0.0;184.9;1711.4;1639.6;1357.8;1291.5;1017.3;432.0;7.6;6.4;175.7;99.7;0;2.02612E-06;0
10/7;13:00;0.0;7803.0;48335.6;15960.6;7727.1;2472.4;13791.8;17658.1;1943.4;0.0;395.3;0.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1665.4;1639.6;1373.5;1315.8;1103.9;482.8;16.5;4.3;98.6;102.5;0;3.85811E-05;0
10/7;14:00;0.0;7844.7;44847.8;15744.2;6099.0;2263.6;14842.6;15935.8;1931.1;0.0;393.2;0.0;85.0;0.0;14861.3;14861.3;0.0;970.8;1619.3;1626.5;1373.5;1324.4;1183.1;524.6;34.2;8.5;40.8;109.6;0;1.98191E-05;0
10/7;15:00;0.0;7836.1;43110.5;15595.9;6099.0;2032.5;13962.4;14303.1;1925.0;0.0;389.1;0.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1552.2;1617.1;1363.5;1308.7;1214.5;548.6;54.5;43.6;5.7;127.8;0;0;0
10/7;16:00;0.0;7757.9;41776.6;15595.9;7044.1;2068.2;12598.1;13338.2;1912.7;0.0;389.1;0.0;85.0;0.0;14861.3;14861.3;0.0;0.0;1427.4;1587.0;1352.0;1295.8;1186.8;551.5;73.5;86.2;37.4;160.1;0;0;0
10/7;17:00;0.0;7717.7;40844.9;15812.3;8672.2;1990.6;8543.6;12503.5;1918.8;0.0;389.1;2134.9;85.0;0.0;14861.3;14861.3;0.0;0.0;1283.6;1536.2;1336.3;1294.3;1107.6;562.0;111.5;128.7;144.0;213.5;0;0;0
10/7;18:00;0.0;7657.6;41843.6;16028.7;10300.3;2351.0;4368.1;11436.8;1939.3;0.0;387.1;4974.9;595.0;0.0;14861.3;14861.3;722.9;0.0;1164.6;1461.0;1307.6;1275.7;1068.9;618.8;143.2;154.3;188.2;275.3;0;7.04059E-05;0
10/7;19:00;0.0;7507.1;45339.5;16245.1;10854.0;4038.2;572.1;10520.7;1947.5;0.0;392.2;7100.0;1105.0;0.0;14861.3;14861.3;3976.9;0.0;1085.9;1344.4;1256.0;1234.1;1046.8;645.7;167.3;164.9;199.5;362.4;0;0;0
10/7;20:00;0.0;7293.1;48856.8;16461.5;10854.0;5844.1;0.0;10190.9;1935.2;0.0;403.5;7100.0;1615.0;0.0;14401.7;14401.7;4965.0;0.0;1053.3;1194.0;1187.2;1181.1;1015.4;650.2;178.7;167.1;192.7;473.4;0;0;0
10/7;21:00;0.0;6927.9;46457.1;16678.0;10854.0;3290.5;0.0;10325.3;1955.7;0.0;407.6;7100.0;1700.0;0.0;13766.5;13766.5;4965.0;0.0;1038.0;992.8;1063.9;1133.8;945.4;651.7;182.5;151.1;204.0;564.7;0;0;0
10/7;22:00;0.0;6555.0;44248.4;16894.4;10854.0;2816.8;0.0;10117.7;1963.9;0.0;409.7;7100.0;1700.0;0.0;13766.5;13766.5;3525.0;0.0;1085.9;861.2;920.5;1019.1;849.6;653.2;178.7;125.6;246.0;615.3;0;0;0
10/7;23:00;0.0;6177.9;47143.9;17110.8;10854.0;3767.9;0.0;8900.3;1957.8;0.0;408.7;7100.0;1700.0;0.0;11908.4;11908.4;4965.0;0.0;1095.5;827.3;828.7;861.5;731.6;653.2;173.6;99.0;299.2;608.2;0;0.000135506;0
10/8;00:00;0.0;5705.4;46394.1;17327.2;10854.0;2146.7;0.0;7813.2;1937.3;0.0;401.5;4260.0;170.0;4366.7;4908.4;541.7;0.0;0.0;1028.4;776.6;762.8;726.7;628.4;636.7;167.3;77.7;338.9;561.9;0;0;0
10/8;01:00;0.0;5245.5;41625.2;17110.8;9225.9;1878.1;0.0;7336.8;1941.4;0.0;398.4;2556.0;17.0;4366.7;4908.4;541.7;0.0;0.0;897.9;693.8;686.8;645.0;584.2;623.3;161.0;68.1;374.1;511.3;0;2.27374E-13;0
10/8;02:00;0.0;4788.2;40490.3;17110.8;9706.3;1808.6;0.0;6909.3;1947.5;0.0;398.4;1533.6;85.0;4366.7;4908.4;541.7;0.0;0.0;767.4;592.3;592.1;570.5;527.1;615.8;152.1;64.9;411.5;494.5;0;0;0
10/8;03:00;0.0;4385.4;38464.5;17110.8;9623.4;1540.9;0.0;6082.8;1961.9;0.0;402.5;920.2;85.0;4366.7;4908.4;541.7;0.0;0.0;654.2;492.6;493.2;488.8;497.6;606.8;148.3;61.7;430.7;511.3;0;0;0
10/8;04:00;0.0;4138.8;37004.6;17110.8;9819.3;1498.9;0.0;4975.4;1949.6;0.0;413.8;552.1;85.0;4366.7;4908.4;541.7;0.0;0.0;571.7;413.7;408.6;415.7;451.5;635.2;150.8;58.5;455.7;577.3;0;2.67696E-06;0
10/8;05:00;0.0;3991.3;37693.4;17110.8;10736.4;1843.3;0.0;4836.9;1925.0;0.0;421.0;331.3;85.0;4366.7;4908.4;541.7;0.0;0.0;510.4;347.9;336.9;348.3;392.5;630.8;159.7;58.5;482.9;723.4;0;0;0
10/8;06:00;0.0;3852.3;41785.7;17327.2;10854.0;2240.4;0.0;4564.1;1937.3;0.0;420.0;198.8;85.0;4366.7;1191.2;-3175.5;0.0;0.0;456.6;297.1;279.6;292.4;353.8;621.8;169.8;60.6;463.6;856.9;0;0;0
10/8;07:00;1057.6;3386.9;49037.7;17543.6;10854.0;3950.8;0.0;4258.8;1910.6;0.0;431.3;119.3;85.0;8866.7;0.0;-8866.7;0.0;0.0;385.6;242.6;228.0;230.8;267.2;585.9;157.2;57.5;327.6;904.6;0;0;0
10/8;08:00;2461.4;3208.7;53505.9;17760.0;10854.0;5553.2;49.5;4140.7;1867.6;0.0;435.4;71.6;85.0;10666.7;0.0;-10666.7;0.0;0.0;343.4;197.4;189.3;192.1;165.9;526.1;145.8;58.5;342.3;1047.9;0;0;0
10/8;09:00;832.0;3100.5;54868.3;17976.4;10854.0;5594.3;1964.0;3501.5;1867.6;0.0;446.8;42.9;85.0;12466.7;0.0;-12466.7;0.0;0.0;335.8;191.8;172.1;176.3;108.7;482.8;142.0;57.5;295.8;1137.8;0;0;0
10/8;10:00;0.0;2999.6;55553.1;17879.1;9225.9;5318.6;6546.6;2711.6;1857.3;0.0;448.8;0.0;85.0;12466.7;0.0;-12466.7;0.0;0.0;326.2;206.8;169.2;160.5;70.0;440.9;138.2;71.3;221.0;1195.4;0;3.63798E-12;0
10/8;11:00;0.0;3027.9;55882.2;17662.7;9225.9;4546.8;11387.8;1978.7;1828.6;0.0;457.1;0.0;85.0;10509.8;0.0;-10509.8;0.0;0.0;314.7;227.5;176.4;159.1;49.8;432.0;149.6;107.5;176.8;1234.7;0;5.45697E-12;0
10/8;12:00;0.0;3150.7;56510.1;17446.3;7597.8;4095.3;14864.6;2007.2;1859.4;0.0;463.2;0.0;85.0;9025.8;0.0;-9025.8;0.0;0.0;297.4;259.5;195.0;163.4;46.1;460.4;177.4;151.1;158.7;1241.8;0;0;0
10/8;13:00;0.0;3283.3;56248.0;17229.9;7597.8;3364.6;17543.8;2060.2;1869.6;0.0;477.6;0.0;85.0;6813.7;0.0;-6813.7;0.0;0.0;257.1;287.7;217.9;174.9;53.4;496.2;205.3;195.8;170.0;1224.9;0;0;0
10/8;14:00;0.0;3317.8;54646.8;17013.5;5969.7;2821.2;18671.5;1909.5;1957.8;0.0;481.8;0.0;85.0;6387.2;0.0;-6387.2;0.0;0.0;201.5;274.5;223.7;180.6;60.8;520.2;224.3;222.4;207.4;1202.4;0;0;0
10/8;15:00;0.0;3322.8;52906.5;16797.1;5969.7;2664.2;17818.8;1742.6;1853.2;0.0;472.5;0.0;85.0;6020.6;0.0;-6020.6;0.0;0.0;153.5;250.1;222.2;176.3;66.3;530.6;225.6;226.6;284.5;1187.0;0;0;0
10/8;16:00;0.0;3244.4;51532.9;16797.1;6287.2;2619.6;15821.8;1881.0;2039.8;0.0;471.5;0.0;85.0;6020.6;0.0;-6020.6;0.0;0.0;115.1;229.4;207.9;157.7;70.0;520.2;214.2;213.9;374.1;1142.0;0;8.54487E-06;0
10/8;17:00;0.0;3245.7;49748.8;16996.8;7915.3;3328.9;11728.8;1673.4;1890.1;0.0;456.0;0.0;85.0;6020.6;0.0;-6020.6;0.0;0.0;88.3;233.2;193.6;136.2;79.2;512.7;207.9;203.2;487.4;1104.1;0;2.2415E-05;0
10/8;18:00;0.0;3230.2;49746.8;17213.2;9543.4;5020.6;5616.9;1750.7;1949.6;0.0;456.0;2431.2;85.0;6020.6;0.0;-6020.6;0.0;0.0;61.4;218.1;169.2;106.1;71.9;505.2;211.7;202.2;556.5;1128.0;0;4.70709E-06;0
10/8;19:00;0.0;3024.2;53032.4;17429.6;10854.0;7789.2;748.2;1978.7;2013.1;0.0;420.0;5271.2;595.0;6020.6;0.0;-6020.6;0.0;0.0;34.5;191.8;136.2;67.4;57.1;454.4;197.7;187.3;530.5;1167.3;0;0;0
10/8;20:00;0.0;2821.9;55882.2;17646.1;10854.0;9034.7;0.0;2390.0;1949.6;0.0;416.9;7100.0;1105.0;6433.9;0.0;-6433.9;0.0;0.0;21.1;163.6;109.0;33.0;49.8;379.7;177.4;161.7;491.9;1234.7;0;0.000398631;0
10/8;21:00;0.0;2689.9;51591.8;17646.1;10854.0;5527.4;0.0;2727.9;2011.1;0.0;417.9;6365.6;595.0;6433.9;0.0;-6433.9;0.0;0.0;24.9;148.5;97.5;17.2;51.6;316.9;152.1;135.1;487.4;1258.6;0;0;0
10/8;22:00;0.0;2539.1;48324.5;17646.1;10854.0;3962.4;0.0;3049.5;2035.7;0.0;423.1;4737.3;85.0;6433.9;0.0;-6433.9;0.0;0.0;40.3;137.3;84.6;11.5;51.6;278.0;128.0;107.5;437.5;1262.8;0;0;0
10/8;23:00;0.0;2448.0;50789.2;17862.5;10854.0;4465.6;0.0;3236.8;1986.5;0.0;428.2;6605.4;85.0;6433.9;0.0;-6433.9;0.0;0.0;57.6;131.6;77.4;10.0;55.3;251.1;105.2;79.8;422.8;1257.2;0;0;0
10/9;00:00;0.0;2446.3;49588.3;17862.5;10854.0;3341.4;0.0;3183.9;1986.5;0.0;429.3;6492.5;85.0;6433.9;0.0;-6433.9;0.0;0.0;69.1;126.0;81.7;20.1;64.5;234.7;86.2;56.4;447.7;1260.0;0;7.27596E-12;0
10/9;01:00;0.0;2526.4;44401.8;17646.1;9225.9;2019.1;0.0;3798.7;2009.0;0.0;429.3;3895.5;85.0;6433.9;0.0;-6433.9;0.0;0.0;80.6;127.9;94.6;40.1;81.1;242.1;76.0;39.4;481.7;1262.8;0;7.50333E-12;0
10/9;02:00;0.0;2653.6;43307.6;17646.1;9243.3;1665.8;0.0;3912.7;2000.8;0.0;412.8;2337.3;85.0;6433.9;0.0;-6433.9;0.0;0.0;95.9;133.5;109.0;63.1;106.9;269.0;76.0;34.0;503.3;1262.8;0;0;0
10/9;03:00;0.0;2786.7;41083.7;17429.6;7615.2;1541.8;0.0;4670.0;1970.1;0.0;412.8;1402.4;85.0;6398.0;0.0;-6398.0;0.0;0.0;113.2;135.4;123.3;96.0;154.8;285.5;77.3;31.9;513.5;1255.8;0;0;0
10/9;04:00;0.0;2951.7;39628.8;17213.2;7615.2;1384.5;0.0;4682.2;1986.5;0.0;412.8;841.4;85.0;5286.2;0.0;-5286.2;0.0;0.0;136.2;157.9;159.1;151.9;210.1;287.0;73.5;27.7;513.5;1234.7;0;0;0
10/9;05:00;0.0;3207.9;40053.5;17213.2;7722.8;1384.5;0.0;5121.9;1976.2;0.0;413.8;504.9;85.0;5286.2;0.0;-5286.2;0.0;0.0;172.7;203.1;217.9;239.4;270.9;281.0;67.2;22.3;528.2;1205.2;0;2.59901E-07;0
10/9;06:00;0.0;3510.8;43479.3;17429.6;9350.9;1555.2;0.0;6331.2;1947.5;0.0;370.6;302.9;505.2;5286.2;0.0;-5286.2;0.0;0.0;224.5;267.0;293.9;336.8;329.9;273.5;59.6;17.0;538.4;1170.1;0;6.63579E-05;0
10/9;07:00;0.0;3728.4;50603.3;17646.1;10854.0;5378.4;0.0;6713.9;1939.3;0.0;389.1;181.7;1015.2;5585.9;0.0;-5585.9;0.0;0.0;266.7;319.7;374.2;405.6;387.0;264.6;52.0;13.8;516.9;1128.0;0;0;0
10/9;08:00;0.0;3747.4;55081.7;17862.5;10854.0;7349.3;33.0;7357.2;1939.3;0.0;390.1;109.0;1525.2;7872.3;0.0;-7872.3;0.0;0.0;276.3;329.1;418.7;425.7;375.9;233.2;45.6;14.9;557.7;1070.4;0;0;0
10/9;09:00;0.0;3771.2;55924.9;17862.5;10104.2;6418.7;3020.2;7540.4;1881.9;0.0;400.4;65.4;1015.2;7872.3;0.0;-7872.3;0.0;0.0;343.4;377.9;483.2;461.5;407.3;224.2;50.7;22.3;469.3;931.3;0;0;0
10/9;10:00;0.0;3793.1;56028.5;17646.1;10104.2;5999.4;9478.8;5838.5;1875.8;0.0;406.6;71.0;505.2;6072.3;0.0;-6072.3;0.0;844.6;408.7;411.8;547.7;513.2;460.7;228.7;58.3;33.0;333.2;797.9;0;1.4111E-05;0
10/9;11:00;0.0;3893.4;55853.8;17429.6;8476.1;4471.0;15876.9;4189.6;1888.1;0.0;464.3;0.0;85.0;4272.3;0.0;-4272.3;0.0;1057.8;477.7;447.5;603.6;554.7;525.2;255.6;72.2;53.2;204.0;699.5;0;0;0
10/9;12:00;0.0;4146.2;56546.7;17213.2;8476.1;4380.9;22528.0;3509.6;1888.1;0.0;454.0;0.0;85.0;0.0;0.0;0.0;0.0;1864.7;564.1;498.3;636.6;633.6;571.3;293.0;84.9;78.7;127.0;658.8;0;2.38375E-05;0
10/9;13:00;0.0;4477.9;56198.2;16996.8;6848.0;4529.9;24816.5;4091.8;1912.7;0.0;446.8;0.0;85.0;0.0;0.0;0.0;0.0;3622.4;637.0;547.2;645.2;735.3;571.3;339.3;96.3;99.0;95.2;712.2;0;0;0
10/9;14:00;0.0;4753.4;54270.9;16780.4;6848.0;3325.3;26285.4;4702.6;1892.2;0.0;448.8;0.0;85.0;0.0;2200.3;2200.3;0.0;4200.0;684.9;584.8;666.7;821.3;532.6;379.7;101.4;110.7;86.1;785.2;0;0;0
10/9;15:00;0.0;4691.0;52884.1;16564.0;5219.9;2613.3;25636.2;5215.6;1867.6;0.0;409.7;0.0;85.0;0.0;2200.3;2200.3;0.0;2956.9;694.5;552.8;643.8;814.2;469.9;394.6;87.5;95.8;89.5;848.4;0;6.41754E-05;0
10/9;16:00;0.0;4461.5;51398.8;16347.6;5219.9;2939.0;22588.5;5402.9;1879.9;0.0;400.4;0.0;85.0;0.0;2200.3;2200.3;0.0;1672.0;681.1;511.5;663.8;735.3;394.4;376.7;69.7;67.0;77.1;885.0;0;4.27943E-05;0
10/9;17:00;0.0;4560.8;50049.6;16347.6;6466.2;4290.7;16520.5;5529.1;1873.7;0.0;396.3;0.0;85.0;0.0;2200.3;2200.3;0.0;0.0;711.8;594.2;772.8;690.9;357.5;336.3;68.4;53.2;96.3;879.3;0;1.44053E-05;0
10/9;18:00;0.0;4676.9;49788.5;16564.0;8094.3;6187.6;7850.4;5582.0;1904.5;0.0;381.9;2840.0;85.0;0.0;1462.8;1462.8;0.0;0.0;769.4;680.7;818.7;657.9;361.2;300.4;62.1;42.6;144.0;840.0;0;0.00010149;0
10/9;19:00;0.0;4546.3;52409.7;16780.4;9722.4;7892.7;918.7;5871.1;1916.8;0.0;405.6;5680.0;85.0;2365.0;0.0;-2365.0;0.0;0.0;723.3;714.5;797.2;623.5;372.3;261.6;46.9;29.8;213.1;764.2;0;2.0014E-05;0
10/9;20:00;0.0;4328.1;55314.3;16996.8;10854.0;8064.9;0.0;8342.5;1939.3;0.0;416.9;5906.9;85.0;2365.0;0.0;-2365.0;0.0;0.0;640.8;714.5;762.8;577.7;387.0;228.7;27.9;14.9;280.0;693.9;0;1.66519E-05;0
10/9;21:00;0.0;4295.6;50982.2;16780.4;9225.9;6507.0;0.0;11860.3;1935.2;0.0;399.4;3066.9;85.0;1320.2;0.0;-1320.2;0.0;0.0;590.9;733.3;726.9;543.3;425.7;219.7;22.8;7.4;334.4;691.1;0;0;0
10/9;22:00;0.0;4359.3;47898.8;16564.0;9225.9;3891.9;0.0;14649.2;1953.7;0.0;408.7;226.9;85.0;10.9;0.0;-10.9;0.0;0.0;577.5;740.9;693.9;504.6;488.4;233.2;26.6;5.3;368.4;720.6;0;0;0
10/9;23:00;0.0;4534.1;49842.3;16564.0;8313.3;5658.5;0.0;15956.2;1943.4;0.0;405.6;0.0;85.0;10.9;0.0;-10.9;0.0;0.0;583.3;714.5;686.8;513.2;569.5;255.6;34.2;4.3;382.0;790.8;0;0;0
10/10;00:00;0.0;4712.7;48707.5;16347.6;8313.3;3771.5;0.0;16750.1;1937.3;0.0;407.6;0.0;85.0;0.0;0.0;0.0;0.0;68.2;614.0;703.2;696.8;550.4;589.7;278.0;43.1;4.3;382.0;851.2;0;3.41969E-06;0
10/10;01:00;0.0;4925.3;43566.7;16131.2;6685.2;2268.1;0.0;16379.6;1968.0;0.0;390.1;0.0;85.0;0.0;0.0;0.0;0.0;1952.4;660.0;720.2;714.0;602.0;586.0;300.4;50.7;5.3;382.0;904.6;0;1.15682E-05;0
10/10;02:00;0.0;5227.6;42282.5;15914.8;6685.2;2144.9;0.0;15813.7;1976.2;0.0;396.3;0.0;85.0;0.0;0.0;0.0;0.0;2688.0;757.9;748.4;742.7;668.0;589.7;319.9;54.5;7.4;385.4;953.8;0;0;0
10/10;03:00;0.0;5348.8;40138.8;15698.4;5057.1;2259.1;0.0;15333.2;1978.3;0.0;397.4;0.0;85.0;0.0;0.0;0.0;0.0;2882.9;828.8;767.2;755.6;698.1;575.0;330.3;53.2;7.4;375.2;958.0;0;0;0
10/10;04:00;0.0;5361.8;38582.4;15482.0;5057.1;1955.8;0.0;14498.6;1978.3;0.0;398.4;0.0;85.0;0.0;0.0;0.0;0.0;3191.7;857.6;776.6;764.2;713.8;562.1;318.4;53.2;9.6;352.5;953.8;0;0;0
10/10;05:00;0.0;5331.2;39093.4;15265.5;3429.0;1895.1;0.0;13981.5;1955.7;0.0;396.3;0.0;85.0;0.0;0.0;0.0;0.0;368.2;884.5;776.6;772.8;708.1;552.9;301.9;54.5;16.0;335.5;928.5;0;5.40517E-06;0
10/10;06:00;0.0;5218.5;42568.0;15482.0;5057.1;2472.4;0.0;14005.9;1939.3;0.0;397.4;1008.0;85.0;0.0;0.0;0.0;0.0;0.0;880.6;754.0;772.8;689.5;543.7;296.0;52.0;26.6;318.5;885.0;0;8.39719E-05;0
10/10;07:00;0.0;4854.8;49104.7;15698.4;6685.2;4647.6;0.0;14889.4;1947.5;0.0;411.8;3453.5;85.0;0.0;0.0;0.0;0.0;0.0;857.6;680.7;742.7;657.9;497.6;267.6;52.0;43.6;222.2;833.0;0;0;0
10/10;08:00;0.0;4591.8;52906.5;15754.6;8313.3;6268.8;44.0;15935.8;1896.3;0.0;409.7;3453.5;85.0;0.0;0.0;0.0;0.0;0.0;851.9;624.3;721.2;603.5;444.1;236.2;55.8;59.6;201.8;793.7;0;0;0
10/10;09:00;0.0;4685.3;54330.9;15754.6;8313.3;6569.5;2079.5;16302.2;1920.9;0.0;409.7;2170.7;85.0;0.0;0.0;0.0;0.0;0.0;888.3;699.5;752.7;632.1;436.8;242.1;76.0;81.9;138.3;737.5;0;0;0
10/10;10:00;0.0;4635.3;55118.2;15754.6;8313.3;6208.1;6431.1;14637.0;1912.7;0.0;417.9;749.4;85.0;0.0;0.0;0.0;0.0;0.0;922.9;723.9;747.0;629.3;411.0;243.6;105.2;105.3;77.1;670.0;0;0;0
