Date;Heures;effacement nécessaire;Total éolien OffShore;Consommation;nucléaire base;nucléaire flexible;hydraulique;solaire;éolien onshore;biomasse;charbon;gaz - cogénérations;gaz - cycles combinés + turbines à combustion;pétrole;importations;exportations;soldes échanges;step décharge;step charge;59;80;76;14;22;44;17;33;34;85;effacement potentiel solaire;effacement potentiel éolien terrestre;effacement potentiel éolien marin
1/1;00:00;-11538.6;3675.8;62103.0;28776.1;5726.7;7148.6;0.0;43968.0;2396.5;0.0;2222.5;4260.0;1190.0;0.0;14000.0;14000.0;0.0;4200.0;782.8;601.7;739.8;708.1;598.9;44.8;6.3;19.2;29.5;144.7;0;11538.60612;0
1/1;01:00;-9281.5;3722.9;58803.1;28482.1;5726.7;7659.8;0.0;43402.1;2291.9;0.0;2225.6;1420.0;680.0;0.0;16800.0;16800.0;0.0;4200.0;780.9;639.3;742.7;712.4;628.4;52.3;5.1;14.9;31.7;115.2;0;9281.470413;0
1/1;02:00;-2336.1;3754.0;58175.3;28188.2;3515.4;7387.7;0.0;42958.3;2277.6;0.0;2249.3;0.0;170.0;0.0;19600.0;19600.0;0.0;4200.0;805.8;673.2;758.5;726.7;602.6;58.3;3.8;12.8;35.1;77.3;0;2336.097631;0
1/1;03:00;-208.1;3835.9;55600.8;27894.3;3515.4;6665.9;0.0;41936.3;2261.2;0.0;2262.6;0.0;85.0;0.0;22400.0;22400.0;0.0;4200.0;848.0;690.1;767.1;749.7;613.7;73.2;3.8;12.8;39.7;37.9;0;208.0590555;0
1/1;04:00;0.0;4015.1;53045.7;27600.4;1304.1;5837.0;0.0;40788.2;2259.1;0.0;2247.2;0.0;85.0;0.0;22400.0;22400.0;0.0;2933.6;919.0;684.4;774.2;781.2;637.6;134.5;5.1;20.2;41.9;16.9;0;0.000106454;0
1/1;05:00;0.0;4379.1;51437.4;27306.4;1304.1;5366.8;0.0;40030.9;2240.7;0.0;2254.4;0.0;85.0;0.0;22400.0;22400.0;0.0;3453.6;949.7;714.5;823.0;835.7;692.9;251.1;13.9;39.4;47.6;11.2;0;0;0
1/1;06:00;0.0;4793.1;51561.3;27012.5;1304.1;5340.9;0.0;40063.5;2230.4;0.0;2234.9;0.0;85.0;0.0;22400.0;22400.0;0.0;3418.5;947.8;754.0;890.4;887.3;759.3;373.7;39.3;72.4;57.8;11.2;0;0;0
1/1;07:00;0.0;5243.5;51997.2;26718.6;1304.1;5747.8;0.0;40189.7;2236.6;0.0;2239.0;0.0;85.0;0.0;22400.0;22400.0;0.0;3632.2;926.7;799.1;957.8;954.6;845.9;496.2;72.2;107.5;68.0;15.5;0;0;0
1/1;08:00;0.0;5589.6;52283.7;26424.6;1304.1;5941.4;0.0;40149.0;2236.6;0.0;2256.5;0.0;85.0;0.0;22400.0;22400.0;0.0;3551.3;930.5;838.6;986.4;989.0;910.4;605.4;92.5;134.1;75.9;26.7;0;1.25205E-05;0
1/1;09:00;0.0;5822.1;51849.9;26130.7;0.0;6412.5;643.7;39346.9;2228.4;0.0;2266.8;0.0;85.0;0.0;22400.0;22400.0;0.0;3000.6;949.7;853.7;1023.7;1026.3;945.4;683.1;110.3;149.0;37.4;43.5;0;0;0
1/1;10:00;0.0;5996.5;53333.2;25836.8;0.0;6512.4;4214.0;38019.6;2203.8;0.0;2262.6;0.0;85.0;0.0;22400.0;22400.0;0.0;3557.1;978.5;876.2;1043.8;1032.0;967.5;719.0;136.9;153.2;7.9;81.5;0;0;0
1/1;11:00;0.0;6034.3;55530.7;25542.8;0.0;6086.8;7635.9;37832.3;2212.0;0.0;2276.0;0.0;85.0;0.0;22400.0;22400.0;0.0;3752.3;1014.9;840.5;1016.5;1000.5;995.2;733.9;159.7;151.1;1.1;120.8;0;0;0
1/1;12:00;0.0;6010.3;58081.8;25248.9;0.0;6217.1;8626.1;38817.6;2214.0;0.0;2262.6;0.0;85.0;0.0;22400.0;22400.0;0.0;2852.1;1013.0;831.1;979.3;963.2;1013.6;733.9;182.5;147.9;1.1;144.7;0;0;0
1/1;13:00;0.0;5889.0;60618.7;25248.9;285.9;6985.3;7883.4;38308.6;2195.6;0.0;2259.6;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;1003.4;797.3;959.2;947.5;925.1;748.8;199.0;146.8;4.5;157.3;0;1.26737E-05;0
1/1;14:00;0.0;5596.5;58199.7;25248.9;2028.1;7073.6;5980.0;36053.0;2205.8;0.0;2260.6;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;974.7;767.2;939.1;914.5;733.5;723.4;215.5;151.1;9.1;168.6;0;0;0
1/1;15:00;0.0;5642.8;55922.9;25248.9;3042.7;7431.4;4406.6;33756.7;2212.0;0.0;2252.4;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;955.5;778.5;963.5;958.9;709.5;678.6;235.8;159.6;20.4;182.6;0;2.68623E-05;0
1/1;16:00;0.0;5769.8;55521.6;25248.9;3799.0;7180.7;1573.4;35491.2;2224.3;0.0;2270.9;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;924.8;819.8;1003.6;1032.0;751.9;606.8;247.2;170.2;23.8;189.6;0;5.38241E-06;0
1/1;17:00;0.0;5566.2;56594.4;25248.9;2146.0;6898.7;302.6;40071.6;2203.8;0.0;2282.2;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;863.4;810.4;982.1;1042.1;685.6;535.1;248.4;180.9;21.5;196.7;0;0;0
1/1;18:00;0.0;5342.5;61258.7;25542.8;4357.3;7689.2;0.0;41789.8;2201.7;0.0;2294.6;502.6;85.0;0.0;22400.0;22400.0;0.0;0.0;769.4;770.9;959.2;1029.2;611.8;503.7;261.1;212.8;19.3;205.1;0;4.88651E-05;0
1/1;19:00;0.0;5032.4;63825.1;25542.8;6399.1;8723.3;0.0;41785.7;2191.5;0.0;2292.5;502.6;85.0;0.0;22400.0;22400.0;0.0;0.0;602.4;692.0;907.6;989.0;558.4;512.7;287.7;263.9;19.3;199.5;0;0;0
1/1;20:00;0.0;4667.9;63484.7;25542.8;6399.1;9401.4;0.0;41378.6;2183.3;0.0;2312.1;220.2;85.0;0.0;22400.0;22400.0;0.0;0.0;454.7;582.9;804.3;927.4;514.2;535.1;316.9;327.7;24.9;179.8;0;0;0
1/1;21:00;0.0;4163.8;61440.6;25542.8;7165.7;7219.0;0.0;41085.4;2187.4;0.0;2319.3;220.2;85.0;0.0;22400.0;22400.0;0.0;0.0;322.3;509.6;619.4;812.7;444.1;518.7;341.0;397.9;35.1;162.9;0;2.02879E-05;0
1/1;22:00;0.0;3608.5;59318.2;25542.8;6958.2;6454.4;0.0;40556.1;2185.3;0.0;2318.2;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;305.1;364.8;398.6;686.6;379.6;485.8;346.0;446.9;53.3;141.9;0;0;0
1/1;23:00;0.0;3255.2;62327.5;25836.8;9169.5;7733.9;0.0;38426.7;2183.3;0.0;2315.1;1917.1;85.0;0.0;22400.0;22400.0;0.0;0.0;475.8;267.0;216.5;528.9;313.3;448.4;334.6;475.6;77.1;118.0;0;2.82145E-06;0
1/2;00:00;0.0;3175.5;61454.8;25836.8;9169.5;7294.9;0.0;37970.7;2201.7;0.0;2338.8;1911.4;85.0;0.0;22400.0;22400.0;0.0;0.0;719.5;189.9;174.9;362.6;245.1;394.6;342.2;499.0;104.3;143.3;0;0;0
1/2;01:00;0.0;3078.8;57184.7;25836.8;8501.0;6565.9;0.0;36684.1;2187.4;0.0;2466.5;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;915.2;88.4;212.2;169.1;171.4;336.3;358.7;511.8;130.4;185.4;0;0;0
1/2;02:00;0.0;3147.5;56367.9;25836.8;9489.3;6140.3;0.0;35165.5;2191.5;0.0;2466.5;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;995.8;84.6;331.2;68.8;99.5;307.9;382.8;490.5;146.2;240.2;0;8.35385E-06;0
1/2;03:00;0.0;3496.1;54201.8;25836.8;8437.6;6194.8;0.0;33459.5;2224.3;0.0;2464.4;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;990.0;250.1;483.2;159.1;62.7;266.1;390.4;456.5;147.4;290.8;0;0;0
1/2;04:00;0.0;4084.6;52412.7;25836.8;8797.2;6019.9;0.0;30813.0;2181.2;0.0;2455.1;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;968.9;464.4;744.1;349.7;35.0;222.7;372.6;453.3;139.4;334.3;0;2.59829E-06;0
1/2;05:00;0.0;4664.2;52646.4;25836.8;10620.9;6056.5;0.0;28622.6;2171.0;0.0;2458.2;0.0;85.0;0.0;22400.0;22400.0;0.0;0.0;930.5;637.4;940.5;604.9;46.1;215.2;334.6;446.9;137.2;370.8;0;2.76614E-07;0
1/2;06:00;0.0;4967.4;55785.7;26130.7;12832.2;6283.1;0.0;26179.7;2150.5;0.0;2450.0;2786.1;85.0;0.0;22400.0;22400.0;0.0;0.0;867.2;718.3;1002.2;847.1;125.3;245.1;262.4;380.9;127.0;391.9;0;0;0
1/2;07:00;0.0;5120.4;60514.0;26424.6;14742.0;8404.8;0.0;22507.2;2117.7;0.0;2469.6;5626.1;595.0;0.0;22400.0;22400.0;850.2;0.0;876.8;735.2;982.1;943.2;239.6;263.1;228.1;332.0;97.5;422.8;0;0.00015074;0
1/2;08:00;0.0;5167.4;64314.8;26718.6;14742.0;8442.3;0.0;20043.9;2127.9;0.0;2495.3;7100.0;1105.0;0.0;22400.0;22400.0;4700.9;0.0;851.9;742.7;962.1;936.0;368.6;248.1;207.9;310.7;70.3;469.2;0;0;0
1/2;09:00;0.0;4921.4;66068.3;27012.5;14742.0;7631.3;594.1;18716.6;2115.6;0.0;2494.3;7100.0;1615.0;0.0;20734.6;20734.6;4965.0;0.0;757.9;680.7;896.1;867.2;479.1;215.2;191.4;303.2;48.7;481.8;0;0;0
1/2;10:00;0.0;4621.9;68054.5;27306.4;14742.0;8043.5;3168.8;18403.1;2107.4;0.0;2493.2;7100.0;1700.0;0.0;20551.6;20551.6;4965.0;0.0;627.4;562.2;835.9;804.1;576.8;210.8;168.6;289.4;34.0;512.7;0;0;0
1/2;11:00;0.0;4500.5;69014.6;27600.4;14742.0;8893.8;4401.1;17295.7;2107.4;0.0;2487.1;7100.0;1700.0;0.0;20551.6;20551.6;4862.1;0.0;533.4;460.7;801.5;798.4;691.1;195.8;155.9;271.3;30.6;561.9;0;0;0
1/2;12:00;0.0;4527.7;70582.3;27894.3;14742.0;9916.3;5704.9;17031.0;2144.3;0.0;2481.9;7100.0;1700.0;0.0;20551.6;20551.6;4182.9;0.0;519.9;402.4;771.4;799.8;794.3;201.8;150.8;280.9;43.1;563.3;0;0;0
1/2;13:00;0.0;4606.8;71660.2;28188.2;14742.0;10506.0;6205.5;18065.2;2154.6;0.0;2496.3;4260.0;170.0;0.0;18518.7;18518.7;4965.0;0.0;569.8;419.3;755.6;798.4;849.6;231.7;143.2;285.2;68.0;486.0;0;0;0
1/2;14:00;0.0;4725.6;69621.2;28482.1;14742.0;9621.8;5919.4;19653.1;2144.3;0.0;2482.9;2556.0;17.0;0.0;18518.7;18518.7;3909.9;0.0;640.8;468.2;752.7;784.1;858.8;300.4;145.8;291.5;105.4;377.9;0;0;0
1/2;15:00;0.0;4953.1;67619.7;28776.1;14742.0;8681.4;3905.9;23317.4;2150.5;0.0;2478.8;1533.6;85.0;0.0;18518.7;18518.7;1651.5;0.0;719.5;517.1;747.0;791.2;838.5;427.5;157.2;293.7;155.3;306.2;0;2.48172E-05;0
1/2;16:00;0.0;5502.8;66730.7;28776.1;13038.2;8619.0;1672.4;28219.5;2148.4;0.0;2473.7;920.2;85.0;0.0;18518.7;18518.7;0.0;0.0;796.2;569.7;748.4;779.8;934.3;599.4;219.3;353.3;207.4;295.0;0;0;0
1/2;17:00;0.0;5970.6;67100.5;28482.1;13038.2;8755.5;148.5;32331.7;2140.2;0.0;2496.3;552.1;85.0;0.0;18518.7;18518.7;0.0;1244.1;863.4;607.3;728.4;742.5;998.8;750.3;297.9;433.1;224.4;324.5;0;2.71909E-05;0
1/2;18:00;0.0;6132.1;70602.6;28482.1;11575.1;9522.8;0.0;34750.2;2242.7;0.0;2508.7;331.3;85.0;0.0;18518.7;18518.7;0.0;0.0;863.4;594.2;689.6;703.8;969.4;872.9;346.0;483.1;246.0;363.8;0;0;0
1/2;19:00;0.0;6053.1;72575.6;28482.1;13276.6;9052.6;0.0;35869.8;2199.7;0.0;2526.2;198.8;85.0;0.0;18518.7;18518.7;0.0;0.0;805.8;547.2;618.0;629.3;868.0;952.1;360.0;486.3;317.4;469.2;0;1.31719E-05;0
1/2;20:00;0.0;6050.6;69977.8;28188.2;11065.3;9105.2;0.0;37661.3;2212.0;0.0;2527.2;119.3;85.0;0.0;18518.7;18518.7;0.0;1907.3;740.6;488.9;526.2;517.5;792.4;974.5;376.4;490.5;439.8;703.8;0;0;0
1/2;21:00;0.0;6162.0;65668.0;27894.3;11065.3;7021.0;0.0;39672.6;2187.4;0.0;2522.1;71.6;85.0;0.0;20224.5;20224.5;0.0;4200.0;692.6;425.0;444.5;431.4;676.3;1031.3;427.1;539.5;518.0;976.3;0;0;0
1/2;22:00;0.0;6016.7;62429.1;27600.4;8854.0;6676.6;0.0;41370.4;2207.9;0.0;2529.3;42.9;85.0;0.0;22244.7;22244.7;0.0;4200.0;619.7;338.5;357.0;358.3;578.7;1034.3;469.0;582.0;561.1;1118.1;0;0;0
1/2;23:00;0.0;5745.9;64838.0;27306.4;8854.0;7869.5;0.0;42306.9;2216.1;0.0;2526.2;0.0;85.0;0.0;22244.7;22244.7;0.0;3209.5;562.2;238.8;249.5;285.2;482.8;998.5;504.5;604.4;612.1;1208.0;0;0;0
1/3;00:00;0.0;5511.7;64030.3;27012.5;6642.7;6992.4;0.0;44135.0;2236.6;0.0;2491.2;0.0;85.0;0.0;22244.7;22244.7;0.0;2329.0;579.4;174.9;163.4;197.8;401.7;959.6;507.0;610.7;647.2;1269.8;0;0;0
1/3;01:00;0.0;5364.3;59227.8;26718.6;6642.7;7037.9;0.0;44904.5;2201.7;0.0;2445.9;0.0;85.0;0.0;25447.9;25447.9;0.0;4200.0;629.3;167.3;127.6;136.2;311.4;898.3;512.1;607.6;665.4;1309.2;0;0;0
1/3;02:00;0.0;5287.1;57523.0;26424.6;4431.4;6797.0;0.0;45026.6;2199.7;0.0;2423.2;0.0;85.0;0.0;25447.9;25447.9;0.0;3358.2;683.0;173.0;104.7;87.4;254.3;843.0;532.3;622.5;666.5;1320.4;0;0;0
1/3;03:00;0.0;5344.8;54914.0;26130.7;4431.4;6441.0;0.0;42815.8;2173.0;0.0;2415.0;0.0;85.0;0.0;25447.9;25447.9;0.0;3326.6;750.2;191.8;94.6;50.2;217.5;844.5;562.8;631.0;666.5;1335.9;0;0;0
1/3;04:00;0.0;5515.5;52658.6;25836.8;2220.1;6331.3;0.0;40776.0;2130.0;0.0;2399.6;0.0;85.0;0.0;25447.9;25447.9;0.0;1345.9;817.3;233.2;109.0;31.5;188.0;849.0;590.6;649.1;693.7;1354.1;0;1.33651E-05;0
1/3;05:00;0.0;5662.8;52589.5;25836.8;2371.6;6024.3;0.0;39204.4;2193.5;0.0;2393.4;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;857.6;278.3;136.2;27.2;160.3;832.5;607.1;665.0;734.5;1364.0;0;2.87962E-06;0
1/3;06:00;0.0;5730.0;55827.4;26130.7;4582.9;6544.5;0.0;36920.3;2152.5;0.0;2370.7;2711.1;85.0;0.0;25447.9;25447.9;0.0;0.0;874.9;308.4;160.6;28.7;141.9;813.1;603.3;656.5;773.0;1369.6;0;0;0
1/3;07:00;0.0;5745.3;60953.9;26424.6;6794.2;6933.5;0.0;35287.6;2066.4;0.0;2344.0;5551.1;595.0;0.0;25447.9;25447.9;901.7;0.0;884.5;321.5;174.9;34.4;127.2;804.1;594.4;638.4;793.4;1372.4;0;0.000255616;0
1/3;08:00;0.0;5630.3;65201.7;26718.6;9005.5;7459.9;0.0;36317.7;2033.6;0.0;2333.7;7100.0;659.3;0.0;25447.9;25447.9;0.0;0.0;913.3;319.7;167.8;33.0;112.4;787.7;576.7;595.9;757.2;1366.8;0;4.5515E-05;0
1/3;09:00;0.0;5327.2;67110.7;26718.6;11088.4;7970.3;115.5;35947.2;2021.3;0.0;2353.2;7100.0;659.3;0.0;25447.9;25447.9;0.0;0.0;896.0;351.6;180.7;38.7;77.4;701.0;532.3;529.9;676.7;1342.9;0;6.24602E-06;0
1/3;10:00;0.0;5042.0;68522.9;26718.6;10602.8;8868.8;1815.4;38996.7;2037.7;0.0;2347.1;4260.0;149.3;0.0;25447.9;25447.9;0.0;0.0;876.8;411.8;239.4;71.7;35.0;562.0;460.1;463.9;641.6;1279.7;0;0;0
1/3;11:00;0.0;4984.2;69246.3;26718.6;10602.8;8453.9;4274.5;40368.8;2035.7;0.0;2325.4;1779.8;85.0;0.0;25447.9;25447.9;0.0;0.0;1001.5;490.8;334.1;117.5;12.9;430.5;401.8;417.1;623.4;1154.7;0;0;0
1/3;12:00;0.0;5069.8;70364.8;26718.6;9744.8;9561.2;6073.5;41158.7;2084.9;0.0;2348.1;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1130.1;590.4;445.9;187.8;5.5;357.2;372.6;397.9;596.2;986.1;0;0;0
1/3;13:00;0.0;5373.0;70913.5;26424.6;9744.8;9286.3;6931.7;41903.8;2091.0;0.0;2392.4;71.0;85.0;0.0;25447.9;25447.9;0.0;807.3;1218.3;722.0;585.0;275.2;1.8;345.3;366.3;396.9;570.2;892.0;0;0;0
1/3;14:00;0.0;5857.6;69622.2;26424.6;8378.6;8476.2;5864.4;42392.4;2115.6;0.0;2388.2;71.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1298.9;893.2;726.9;369.8;5.5;349.8;372.6;413.9;535.0;892.0;0;0;0
1/3;15:00;0.0;6519.7;68216.1;26130.7;8378.6;8342.4;4230.5;42852.4;2132.0;0.0;2406.8;71.0;85.0;0.0;25447.9;25447.9;0.0;563.5;1381.4;1064.3;838.8;463.0;11.1;390.1;396.7;452.2;559.9;962.2;0;0;0
1/3;16:00;0.0;7206.1;67218.4;26130.7;9033.9;7735.6;1787.9;42848.4;2140.2;0.0;2428.4;71.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1435.1;1156.4;897.5;533.2;14.7;451.4;465.2;525.6;679.0;1047.9;0;0;0
1/3;17:00;0.0;7605.8;67551.6;26271.2;11245.2;7938.2;214.6;41797.9;2136.1;0.0;2449.0;71.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1463.9;1195.9;939.1;612.1;25.8;466.3;503.2;572.4;765.1;1061.9;0;2.13171E-05;0
1/3;18:00;0.0;7709.6;71549.5;26485.3;13456.5;9889.5;0.0;41761.3;2185.3;0.0;2457.2;71.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1477.3;1224.1;983.6;698.1;64.5;417.0;494.3;585.2;799.1;966.4;0;0.000109834;0
1/3;19:00;0.0;7752.5;73685.0;26485.3;14328.3;11291.2;0.0;41736.8;2175.1;0.0;2467.5;71.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1477.3;1252.3;1045.2;797.0;129.0;343.8;446.2;550.1;807.1;904.6;0;5.81109E-07;0
1/3;20:00;0.0;7812.5;71207.1;26779.3;14742.0;9871.6;0.0;39098.5;2195.6;0.0;2469.6;667.8;85.0;0.0;25447.9;25447.9;0.0;0.0;1465.8;1276.7;1101.1;898.7;221.1;273.5;384.0;486.3;799.1;906.0;0;0;0
1/3;21:00;0.0;7861.1;66488.9;26779.3;14742.0;7674.1;0.0;36509.0;2168.9;0.0;2475.7;355.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1454.3;1306.8;1152.7;980.4;305.9;210.8;319.4;404.3;786.6;939.7;0;7.27596E-12;0
1/3;22:00;0.0;7945.0;63529.4;26779.3;12568.6;7318.1;0.0;36110.0;2199.7;0.0;2474.7;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1458.1;1383.9;1207.2;1050.7;379.6;152.5;263.6;334.1;757.2;958.0;0;0;0
1/3;23:00;0.0;7970.7;66257.3;27073.2;14742.0;7828.4;0.0;35454.5;2214.0;0.0;2469.6;561.2;85.0;0.0;25447.9;25447.9;0.0;0.0;1506.1;1415.9;1240.2;1090.8;462.6;103.1;219.3;287.3;714.1;931.3;0;0;0
1/4;00:00;0.0;7866.9;65111.3;27073.2;14742.0;7345.7;0.0;35328.3;2228.4;0.0;2463.4;36.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1500.4;1415.9;1268.9;1123.8;552.9;46.3;166.0;245.8;673.3;873.7;0;0;0
1/4;01:00;0.0;7821.3;60229.6;27073.2;13027.0;6944.2;0.0;32282.8;2238.6;0.0;2456.2;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1498.4;1419.7;1289.0;1145.3;645.0;16.4;117.9;195.8;637.0;856.9;0;0;0
1/4;02:00;0.0;7838.2;58623.3;26779.3;13027.0;7346.6;0.0;30454.7;2253.0;0.0;2440.7;0.0;85.0;0.0;25447.9;25447.9;0.0;20.3;1467.7;1419.7;1293.3;1168.2;722.4;9.0;86.2;151.1;613.2;907.4;0;0;0
1/4;03:00;0.0;7886.9;55935.1;26779.3;11617.1;7089.7;0.0;29135.6;2269.4;0.0;2456.2;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1431.3;1432.8;1286.1;1181.1;798.0;9.0;68.4;126.6;592.8;960.8;0;0;0
1/4;04:00;0.0;7872.2;53695.9;26485.3;11617.1;7036.1;0.0;28349.8;2255.0;0.0;2457.2;0.0;85.0;0.0;25447.9;25447.9;0.0;1157.8;1368.0;1402.7;1261.7;1189.7;869.8;17.9;58.3;121.3;571.3;1011.4;0;0;0
1/4;05:00;0.0;7891.4;53532.3;26485.3;11477.0;7327.0;0.0;26778.2;2261.2;0.0;2432.5;0.0;85.0;0.0;25447.9;25447.9;0.0;0.0;1327.7;1367.0;1245.9;1181.1;923.3;43.3;52.0;121.3;556.5;1073.2;0;0;0
1/4;06:00;0.0;7966.5;56536.5;26779.3;13688.3;7184.2;0.0;27364.5;2234.5;0.0;2443.8;208.4;85.0;0.0;25447.9;25447.9;0.0;0.0;1320.0;1353.8;1221.6;1158.2;936.2;94.2;52.0;125.6;553.1;1151.8;0;0;0
1/4;07:00;0.0;7977.9;61520.8;27073.2;14742.0;7575.9;0.0;29416.5;2250.9;0.0;2434.6;1743.8;85.0;0.0;25447.9;25447.9;0.0;0.0;1327.7;1299.3;1198.6;1108.0;934.3;136.0;57.0;135.1;561.1;1220.7;0;9.70686E-05;0
1/4;08:00;0.0;7890.5;65655.8;27367.1;14742.0;8329.9;0.0;32486.4;2257.1;0.0;2466.5;2118.3;85.0;0.0;25447.9;25447.9;0.0;0.0;1325.8;1259.8;1170.0;1060.7;930.7;170.4;57.0;136.2;521.4;1258.6;0;0;0
1/4;09:00;0.0;7594.7;66973.5;27367.1;14742.0;8290.6;225.6;36057.1;2238.6;0.0;2452.1;116.7;85.0;0.0;25447.9;25447.9;0.0;0.0;1310.4;1210.9;1141.3;1014.8;864.3;189.8;45.6;113.9;429.6;1274.1;0;0;0
1/4;10:00;0.0;7404.8;67915.3;27073.2;12530.7;8962.5;2107.0;39929.1;2214.0;0.0;2441.8;0.0;85.0;0.0;25447.9;25447.9;0.0;2374.3;1344.9;1199.7;1131.2;960.4;766.6;188.3;38.0;95.8;376.3;1303.6;0;0;0
1/4;11:00;-580.4;7450.9;68671.2;26779.3;12530.7;9608.4;4643.1;43137.4;2207.9;0.0;2451.0;0.0;85.0;0.0;28000.0;28000.0;0.0;4200.0;1396.7;1137.6;1108.3;930.3;704.0;236.2;40.6;79.8;470.4;1347.1;0;580.3810347;0
1/4;12:00;0.0;7553.2;69902.6;26485.3;10319.4;9797.6;6348.5;44012.8;2203.8;0.0;2469.6;0.0;85.0;0.0;28000.0;28000.0;0.0;3892.2;1463.9;1068.0;1079.6;943.2;683.7;301.9;49.4;76.6;521.4;1365.4;0;5.53927E-05;0
1/4;13:00;-86.5;7529.8;70193.1;26191.4;10319.4;9742.3;6585.1;44819.0;2246.8;0.0;2494.3;0.0;85.0;0.0;28000.0;28000.0;0.0;4200.0;1481.2;1000.3;1042.3;948.9;632.1;340.8;73.5;91.5;556.5;1362.6;0;86.50444575;0
1/4;14:00;0.0;7502.6;68436.5;25897.5;8108.1;9441.6;6689.6;44110.5;2197.6;0.0;2479.9;0.0;85.0;0.0;28000.0;28000.0;0.0;2776.0;1460.1;989.1;996.5;940.3;595.3;355.7;102.7;105.3;600.8;1356.9;0;5.55857E-05;0
1/4;15:00;0.0;7866.9;66689.1;25603.5;8108.1;9304.2;4016.0;44000.6;2224.3;0.0;2459.3;0.0;85.0;0.0;28000.0;28000.0;0.0;1876.8;1465.8;1060.5;987.9;930.3;624.7;414.0;124.2;116.0;775.3;1368.2;0;5.76847E-05;0
1/4;16:00;0.0;8237.3;65564.4;25603.5;7046.6;9188.2;1826.4;43723.7;2257.1;0.0;2477.8;0.0;85.0;0.0;28000.0;28000.0;0.0;0.0;1517.6;1130.1;985.0;894.4;648.7;469.3;157.2;134.1;921.5;1379.4;0;3.63798E-12;0
1/4;17:00;0.0;8378.4;65573.5;25897.5;9257.9;8900.0;291.6;42860.6;2224.3;0.0;2530.3;17.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1523.4;1175.2;996.5;852.9;615.5;503.7;196.5;161.7;968.0;1385.0;0;5.37985E-06;0
1/4;18:00;0.0;8299.7;69188.3;26191.4;11469.2;9472.8;0.0;42213.2;2197.6;0.0;2561.2;1818.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1481.2;1133.8;989.3;822.8;552.9;523.1;243.4;192.6;971.4;1389.2;0;1.41872E-05;0
1/4;19:00;0.0;8079.1;71414.3;26191.4;13642.7;10374.9;0.0;41716.5;2222.2;0.0;2561.2;1818.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1435.1;1056.7;934.8;775.5;481.0;515.7;285.2;233.0;971.4;1390.6;0;0;0
1/4;20:00;0.0;7795.8;69275.7;26261.5;14742.0;8560.1;0.0;40275.2;2263.2;0.0;2584.9;1818.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1385.2;1006.0;858.8;709.5;418.3;487.3;304.2;256.4;979.3;1390.6;0;3.3909E-06;0
1/4;21:00;0.0;7411.9;64488.5;26261.5;14742.0;7294.0;0.0;37583.9;2291.9;0.0;2584.9;987.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1314.2;970.3;794.3;640.7;331.7;435.0;295.3;260.7;980.5;1389.2;0;0;0
1/4;22:00;0.0;7070.3;61430.4;26555.4;14742.0;7426.0;0.0;34143.5;2320.6;0.0;2582.8;1027.2;85.0;0.0;28000.0;28000.0;0.0;0.0;1260.5;945.8;749.9;587.7;245.1;370.7;283.9;260.7;978.2;1387.8;0;1.36843E-05;0
1/4;23:00;0.0;6746.9;63991.7;26849.3;14742.0;8513.7;0.0;32278.8;2285.8;0.0;2573.5;3867.2;595.0;0.0;28000.0;28000.0;220.2;0.0;1226.0;912.0;708.3;531.8;184.3;306.4;252.2;255.4;982.7;1387.8;0;0.000117738;0
1/5;00:00;0.0;6477.1;63358.7;27143.3;14742.0;7679.4;0.0;31464.5;2289.9;0.0;2569.4;5040.7;595.0;0.0;28000.0;28000.0;0.0;0.0;1199.1;885.6;681.0;488.8;145.6;260.1;215.5;233.0;980.5;1387.8;0;0;0
1/5;01:00;0.0;6286.0;58265.7;27143.3;12532.9;7102.2;0.0;32352.1;2273.5;0.0;2576.6;2200.7;85.0;0.0;28000.0;28000.0;0.0;0.0;1174.2;870.6;668.1;463.0;127.2;230.2;192.7;208.5;962.3;1389.2;0;3.63798E-12;0
