tranche_horaire;consommation;gaz cogénérations;hydraulique;éolien onshore;solaire;biomasse;annee
2302;0.000110471;0.083756684;0.443943662;0.425337569;-0.000117275;0.545;2018
2303;0.000117127;0.083756684;0.50600939;0.423418057;-0.000117275;0.5415;2018
2304;0.000115228;0.082352941;0.448826291;0.425138999;-0.000117275;0.5495;2018
2305;0.000105311;0.079311497;0.375868545;0.434604183;-0.000117275;0.549;2018
2306;0.000101674;0.078843583;0.353474178;0.440693672;-0.000117275;0.5535;2018
2307;9.64E-05;0.078843583;0.34258216;0.451416468;-0.000117275;0.554;2018
2308;9.14E-05;0.07907754;0.341220657;0.462602595;-0.000117275;0.5545;2018
2309;9.00E-05;0.07907754;0.340751174;0.461212603;-0.000117275;0.549;2018
2310;9.25E-05;0.079779412;0.346478873;0.440826052;-0.000117275;0.5365;2018
2311;9.69E-05;0.07907754;0.366713615;0.427124702;-0.000117275;0.534;2018
2312;1.00E-04;0.079311497;0.400798122;0.399589621;0.015714788;0.5345;2018
2313;0.000106284;0.07907754;0.428638498;0.341077575;0.092412337;0.5395;2018
2314;0.000109685;0.078141711;0.463896714;0.2907731;0.19373754;0.537;2018
2315;0.000109965;0.078375668;0.472206573;0.250529521;0.293069075;0.5425;2018
2316;0.000111033;0.078609626;0.484507042;0.230142971;0.379383136;0.5495;2018
2317;0.000113151;0.078609626;0.471267606;0.204792163;0.406942653;0.551;2018
2318;0.000106415;0.078375668;0.391971831;0.187582738;0.411281811;0.552;2018
2319;0.000101618;0.078375668;0.367323944;0.176727562;0.387592354;0.5505;2018
2320;9.81E-05;0.078375668;0.3642723;0.175138999;0.326257769;0.5485;2018
2321;9.54E-05;0.078141711;0.387042254;0.160841938;0.256244869;0.546;2018
2322;9.66E-05;0.078375668;0.442394366;0.150847233;0.155975138;0.549;2018
2323;0.000100728;0.077673797;0.506807512;0.130924014;0.062390055;0.5455;2018
2324;0.000102333;0.07743984;0.563521127;0.12192216;0.007388296;0.5505;2018
2325;0.000104059;0.077205882;0.595258216;0.131321154;-0.000117275;0.548;2018
2326;0.000100852;0.076971925;0.516619718;0.143433942;-0.000117275;0.5535;2018
2327;0.000108349;0.076971925;0.62713615;0.153627217;-0.000117275;0.546;2018
2328;0.000108074;0.076971925;0.581126761;0.145419645;-0.000117275;0.5495;2018
2329;9.88E-05;0.076737968;0.415821596;0.144757744;-0.000117275;0.5455;2018
2330;9.56E-05;0.077673797;0.388920188;0.148133439;-0.000117275;0.5495;2018
2331;8.94E-05;0.075568182;0.359671362;0.145552025;-0.000117275;0.5445;2018
2332;8.46E-05;0.075568182;0.349483568;0.142308711;-0.000117275;0.545;2018
2333;8.27E-05;0.075100267;0.338873239;0.133439237;-0.000117275;0.5395;2018
2334;8.38E-05;0.075568182;0.340234742;0.131784485;-0.000117275;0.53;2018
2335;8.53E-05;0.075334225;0.348779343;0.120333598;-0.000117275;0.5285;2018
2336;8.69E-05;0.075334225;0.364178404;0.109015091;0.016770259;0.5295;2018
2337;9.24E-05;0.075100267;0.371690141;0.112589357;0.077870294;0.533;2018
2338;9.78E-05;0.075100267;0.397746479;0.103124173;0.152808725;0.5335;2018
2339;0.000100688;0.074398396;0.399107981;0.095512311;0.214612408;0.528;2018
2340;0.000103616;0.074632353;0.423615023;0.10153561;0.24592471;0.529;2018
2341;0.000106232;0.074398396;0.454507042;0.101006089;0.244986513;0.5315;2018
2342;9.83E-05;0.073930481;0.376197183;0.094188509;0.267385951;0.525;2018
2343;9.33E-05;0.073696524;0.342206573;0.099020387;0.259997655;0.5215;2018
2344;9.02E-05;0.072994652;0.354788732;0.098821816;0.217075173;0.521;2018
2345;8.85E-05;0.07322861;0.375586854;0.113516018;0.163363434;0.5205;2018
2346;9.10E-05;0.072994652;0.408826291;0.112390786;0.097103319;0.521;2018
2347;9.74E-05;0.074164439;0.483004695;0.133968758;0.039052422;0.5185;2018
2348;0.000101431;0.075100267;0.502910798;0.147934869;0.008443767;0.521;2018
2349;0.000103563;0.07322861;0.510375587;0.152501986;-0.000117275;0.5195;2018
2350;0.000100308;0.073462567;0.480375587;0.163423352;-0.000117275;0.5145;2018
2351;0.000106591;0.07322861;0.556384977;0.139396346;-0.000117275;0.5175;2018
2352;0.000106398;0.07322861;0.512676056;0.112192216;-0.000117275;0.5165;2018
2353;9.82E-05;0.073462567;0.40713615;0.109213662;-0.000117275;0.5215;2018
2354;9.55E-05;0.073696524;0.416431925;0.106698438;-0.000117275;0.522;2018
2355;9.07E-05;0.074164439;0.39342723;0.093261848;-0.000117275;0.5245;2018
2356;8.71E-05;0.073930481;0.361126761;0.099020387;-0.000117275;0.524;2018
2357;8.77E-05;0.07322861;0.36314554;0.105837967;-0.000117275;0.5145;2018
2358;9.55E-05;0.075100267;0.400704225;0.104117024;-0.000117275;0.5055;2018
2359;0.000108638;0.086330214;0.492535211;0.112854117;-0.000117275;0.514;2018
2360;0.000116396;0.098495989;0.549765258;0.106897008;0.008443767;0.5165;2018
2361;0.0001218;0.098495989;0.559483568;0.085649987;0.051835347;0.519;2018
2362;0.000124273;0.098495989;0.558920188;0.085583797;0.11727454;0.5025;2018
2363;0.000124669;0.099197861;0.558638498;0.087238549;0.184238302;0.506;2018
2364;0.000126175;0.09334893;0.557746479;0.078898597;0.238301865;0.515;2018
2365;0.000125171;0.094518717;0.543615023;0.08128144;0.284390759;0.523;2018
2366;0.000122459;0.091477273;0.496244131;0.08770188;0.339275243;0.5205;2018
2367;0.000118473;0.086564171;0.456338028;0.110206513;0.343145303;0.5145;2018
2368;0.000115161;0.087032086;0.454131455;0.129004501;0.297408233;0.529;2018
2369;0.000112402;0.086798128;0.458732394;0.143301562;0.259997655;0.537;2018
2370;0.000112408;0.087967914;0.494929577;0.137476833;0.177553653;0.5295;2018
2371;0.000118675;0.094986631;0.569389671;0.138933016;0.075876627;0.525;2018
2372;0.00011738;0.100367647;0.561924883;0.113582208;0.012079278;0.5275;2018
2373;0.000115716;0.100367647;0.531971831;0.113648398;-0.000117275;0.5275;2018
2374;0.000111123;0.099665775;0.469201878;0.132512576;-0.000117275;0.5285;2018
2375;0.00011723;0.095454545;0.500140845;0.136285412;-0.000117275;0.53;2018
2376;0.000115824;0.095220588;0.482441315;0.145022505;-0.000117275;0.5305;2018
2377;0.000105914;0.085862299;0.408450704;0.137344453;-0.000117275;0.536;2018
2378;0.000103235;0.085628342;0.403239437;0.154752449;-0.000117275;0.54;2018
2379;9.84E-05;0.086096257;0.38370892;0.161768599;-0.000117275;0.536;2018
2380;9.51E-05;0.085394385;0.376338028;0.160047657;-0.000117275;0.538;2018
2381;9.57E-05;0.085862299;0.38971831;0.177985173;-0.000117275;0.5345;2018
2382;0.000103224;0.086330214;0.407511737;0.200291236;-0.000117275;0.528;2018
2383;0.000116372;0.09334893;0.455962441;0.179838496;-0.000117275;0.519;2018
2384;0.000124511;0.092881016;0.522065728;0.180897538;0.016183886;0.5185;2018
2385;0.000127863;0.093114973;0.542347418;0.205454064;0.1017943;0.5055;2018
2386;0.000128332;0.0875;0.487746479;0.244042891;0.227512607;0.498;2018
2387;0.000128008;0.090775401;0.465399061;0.285875033;0.312302099;0.4905;2018
2388;0.000128803;0.092881016;0.459201878;0.287000265;0.376803096;0.5045;2018
2389;0.000127773;0.092881016;0.473333333;0.30401112;0.393221532;0.513;2018
2390;0.000124364;0.092413102;0.448028169;0.292692613;0.417145538;0.5195;2018
2391;0.000119784;0.091243316;0.464694836;0.27727032;0.393925179;0.5245;2018
2392;0.000116957;0.090307487;0.394131455;0.271511782;0.330010555;0.5265;2018
2393;0.000114354;0.086798128;0.413098592;0.287397405;0.250732966;0.53;2018
2394;0.000114633;0.086798128;0.446197183;0.27032036;0.165122552;0.5245;2018
2395;0.000119832;0.09334893;0.546525822;0.227561557;0.075055705;0.5195;2018
2396;0.000119973;0.092881016;0.59056338;0.199033625;0.014424768;0.5305;2018
2397;0.000119401;0.092881016;0.585446009;0.198504104;-0.000117275;0.5265;2018
2398;0.000114631;0.09334893;0.506338028;0.204527403;-0.000117275;0.5215;2018
2399;0.000120515;0.092881016;0.543474178;0.202210749;-0.000117275;0.5225;2018
2400;0.000118621;0.088903743;0.494037559;0.203997882;-0.000117275;0.533;2018
2401;0.000108871;0.085628342;0.388028169;0.201019328;-0.000117275;0.535;2018
2402;0.00010641;0.085628342;0.384600939;0.204328832;-0.000117275;0.531;2018
2403;0.000101897;0.085862299;0.371784038;0.211344983;-0.000117275;0.5365;2018
2404;9.83E-05;0.086096257;0.362769953;0.201482658;-0.000117275;0.5325;2018
2405;9.92E-05;0.087266043;0.367652582;0.202210749;-0.000117275;0.527;2018
2406;0.000107311;0.090073529;0.393849765;0.210947842;-0.000117275;0.52;2018
2407;0.000119516;0.090307487;0.487323944;0.205056923;-0.000117275;0.5175;2018
2408;0.000127584;0.092179144;0.544225352;0.20280646;0.016652985;0.52;2018
2409;0.000131424;0.093114973;0.575492958;0.162761451;0.083851296;0.517;2018
2410;0.000131621;0.092881016;0.598169014;0.112456976;0.154802392;0.505;2018
2411;0.00013066;0.092881016;0.590234742;0.10808843;0.228450803;0.51;2018
2412;0.000130963;0.09334893;0.588779343;0.111728885;0.280872523;0.511;2018
2413;0.000129615;0.093114973;0.555164319;0.109213662;0.313123021;0.5185;2018
2414;0.000126048;0.092647059;0.468262911;0.124371194;0.327430515;0.508;2018
2415;0.000121756;0.091009358;0.448638498;0.129136881;0.306086549;0.5235;2018
2416;0.000118154;0.091009358;0.433333333;0.139330156;0.253547555;0.5275;2018
2417;0.000115651;0.089605615;0.407230047;0.158790045;0.208045033;0.5215;2018
2418;0.000115504;0.089605615;0.394647887;0.159849087;0.144364958;0.5275;2018
2419;0.000120621;0.090073529;0.457276995;0.165011914;0.073648411;0.527;2018
2420;0.000119981;0.090307487;0.481737089;0.172028065;0.015949337;0.533;2018
2421;0.000118387;0.090073529;0.474084507;0.180500397;-0.000117275;0.5305;2018
2422;0.000114126;0.085160428;0.438685446;0.205056923;-0.000117275;0.528;2018
2423;0.000119651;0.090775401;0.519812207;0.204196452;-0.000117275;0.5225;2018
2424;0.000118143;0.090307487;0.42629108;0.218758274;-0.000117275;0.5255;2018
2425;0.000108358;0.090073529;0.386103286;0.215581149;-0.000117275;0.5205;2018
2426;0.000105336;0.091009358;0.36943662;0.200622187;-0.000117275;0.522;2018
2427;0.000100638;0.091477273;0.378262911;0.190958433;-0.000117275;0.524;2018
2428;9.72E-05;0.093114973;0.343661972;0.192480805;-0.000117275;0.53;2018
2429;9.77E-05;0.093114973;0.353474178;0.169909981;-0.000117275;0.5235;2018
2430;0.000104871;0.092881016;0.379671362;0.129732592;-0.000117275;0.526;2018
2431;0.000118078;0.117446524;0.431408451;0.106897008;-0.000117275;0.5295;2018
2432;0.000126389;0.117212567;0.517652582;0.099086577;0.015011141;0.5255;2018
2433;0.000129642;0.11861631;0.538591549;0.079957638;0.079863962;0.521;2018
2434;0.000130454;0.120955882;0.562723005;0.068903892;0.182831007;0.5075;2018
2435;0.000129592;0.118850267;0.549530516;0.079361927;0.279934326;0.5055;2018
2436;0.000130421;0.094986631;0.51028169;0.090945195;0.319573121;0.518;2018
2437;0.000130132;0.094518717;0.481643192;0.109875563;0.392635159;0.519;2018
2438;0.000126095;0.094284759;0.469483568;0.122319301;0.387944177;0.5135;2018
2439;0.000121897;0.094752674;0.4757277;0.097167064;0.357921895;0.5275;2018
2440;0.000118549;0.094518717;0.454694836;0.072742918;0.325085024;0.5385;2018
2441;0.000115895;0.091009358;0.445258216;0.052157797;0.250498417;0.5415;2018
2442;0.000116616;0.091009358;0.469530516;0.050105904;0.174504515;0.5485;2018
2443;0.000122467;0.109725936;0.530704225;0.051495896;0.079629412;0.544;2018
2444;0.000121756;0.11440508;0.542629108;0.047987821;0.016418436;0.544;2018
2445;0.000120364;0.114639037;0.536244131;0.04752449;-0.000117275;0.542;2018
2446;0.000115252;0.09171123;0.475821596;0.04050834;-0.000117275;0.533;2018
2447;0.000120743;0.091477273;0.53314554;0.041964522;-0.000117275;0.531;2018
2448;0.000119575;0.091477273;0.471690141;0.047921631;-0.000117275;0.5365;2018
2449;0.000109332;0.091243316;0.425774648;0.049973524;-0.000117275;0.547;2018
2450;0.000106267;0.089839572;0.405211268;0.057320625;-0.000117275;0.5425;2018
2451;0.000101801;0.089371658;0.396666667;0.062152502;-0.000117275;0.549;2018
2452;9.81E-05;0.089371658;0.372112676;0.076118613;-0.000117275;0.5525;2018
2453;9.86E-05;0.088903743;0.36713615;0.082671432;-0.000117275;0.5465;2018
2454;0.000105266;0.089839572;0.402159624;0.088231401;-0.000117275;0.544;2018
2455;0.000117548;0.115808824;0.449483568;0.096174212;-0.000117275;0.545;2018
2456;0.0001249;0.117680481;0.557183099;0.096306593;0.025917673;0.548;2018
2457;0.00012841;0.093816845;0.573474178;0.086311888;0.129471092;0.5465;2018
2458;0.00012862;0.093816845;0.583802817;0.072345777;0.266916852;0.5445;2018
2459;0.000126705;0.094284759;0.560234742;0.085252846;0.380673156;0.543;2018
2460;0.000127171;0.093582888;0.54657277;0.099086577;0.433915797;0.553;2018
2461;0.000125704;0.090775401;0.518920188;0.103057983;0.455494312;0.5605;2018
2462;0.000121079;0.090775401;0.497793427;0.100277998;0.447285094;0.554;2018
2463;0.000116288;0.091009358;0.41741784;0.10788986;0.39498065;0.562;2018
2464;0.000111958;0.091009358;0.415117371;0.110471273;0.356045503;0.5585;2018
2465;0.000108381;0.090541444;0.409295775;0.102793222;0.283921661;0.558;2018
2466;0.000108076;0.090541444;0.457089202;0.097233254;0.186231969;0.5635;2018
2467;0.00011113;0.090541444;0.4857277;0.082406672;0.091474141;0.567;2018
2468;0.00011143;0.092413102;0.491408451;0.077971935;0.016066612;0.562;2018
2469;0.000112177;0.083756684;0.517746479;0.090680434;-0.000117275;0.5735;2018
2470;0.000109822;0.084692513;0.436995305;0.091342335;-0.000117275;0.5705;2018
2471;0.00011649;0.084926471;0.552253521;0.090548054;-0.000117275;0.5605;2018
2472;0.000115758;0.084458556;0.523004695;0.100344189;-0.000117275;0.5745;2018
2473;0.000105077;0.0875;0.411643192;0.106698438;-0.000117275;0.5725;2018
2474;0.000101534;0.083054813;0.38314554;0.105043685;-0.000117275;0.57;2018
2475;9.64E-05;0.082820856;0.354553991;0.102727032;-0.000117275;0.5745;2018
2476;9.19E-05;0.083522727;0.345774648;0.105242256;-0.000117275;0.574;2018
2477;9.06E-05;0.083054813;0.351596244;0.097961345;-0.000117275;0.5685;2018
2478;9.29E-05;0.082820856;0.367981221;0.097961345;-0.000117275;0.5675;2018
2479;9.57E-05;0.08328877;0.390375587;0.097167064;-0.000117275;0.567;2018
2480;9.95E-05;0.083522727;0.418403756;0.102660842;0.024393104;0.562;2018
2481;0.000105813;0.083522727;0.464929577;0.089224252;0.097924241;0.5515;2018
2482;0.000109645;0.083054813;0.464741784;0.064072015;0.177553653;0.5585;2018
2483;0.000109788;0.082586898;0.42971831;0.048384962;0.251436613;0.563;2018
2484;0.000111563;0.080949198;0.437793427;0.046068308;0.334818811;0.5605;2018
2485;0.000113514;0.080949198;0.41741784;0.04699497;0.397208866;0.5625;2018
2486;0.000106408;0.080949198;0.38943662;0.044082605;0.428169344;0.5575;2018
2487;0.000101681;0.081183155;0.376384977;0.043155944;0.385364137;0.5515;2018
2488;9.81E-05;0.08165107;0.373615023;0.052157797;0.34255893;0.562;2018
2489;9.49E-05;0.08165107;0.367652582;0.044148795;0.283687112;0.571;2018
2490;9.56E-05;0.083990642;0.408262911;0.048384962;0.219303389;0.5685;2018
2491;0.000100186;0.083522727;0.439624413;0.052091607;0.121848247;0.5655;2018
2492;0.000101351;0.083756684;0.508873239;0.044347366;0.028614988;0.568;2018
2493;0.000102755;0.084224599;0.561079812;0.059173948;-0.000117275;0.5675;2018
2494;0.000101378;0.084224599;0.498967136;0.071683876;-0.000117275;0.563;2018
2495;0.000108995;0.084458556;0.592957746;0.085649987;-0.000117275;0.5635;2018
2496;0.000109332;0.085160428;0.505446009;0.092202806;-0.000117275;0.5625;2018
2497;9.99E-05;0.080013369;0.416525822;0.106235107;-0.000117275;0.566;2018
2498;9.70E-05;0.07907754;0.397840376;0.110736034;-0.000117275;0.5645;2018
2499;9.13E-05;0.077907754;0.369624413;0.117553614;-0.000117275;0.5655;2018
2500;8.66E-05;0.078141711;0.356056338;0.123378343;-0.000117275;0.568;2018
2501;8.51E-05;0.078141711;0.347840376;0.126092137;-0.000117275;0.5605;2018
2502;8.61E-05;0.078141711;0.355633803;0.118414085;-0.000117275;0.565;2018
2503;8.73E-05;0.078375668;0.370751174;0.114045539;-0.000117275;0.5675;2018
2504;9.00E-05;0.078375668;0.378873239;0.104249404;0.032485047;0.568;2018
2505;9.51E-05;0.078141711;0.396948357;0.083796664;0.137211211;0.564;2018
2506;9.91E-05;0.077673797;0.393755869;0.06771247;0.283687112;0.5685;2018
2507;0.000100631;0.07743984;0.390234742;0.065726767;0.422071068;0.565;2018
2508;0.000102657;0.076971925;0.394319249;0.086709028;0.509323326;0.5675;2018
2509;0.000105096;0.07743984;0.377511737;0.110603654;0.566553301;0.5715;2018
2510;9.69E-05;0.078141711;0.343098592;0.130195923;0.56936789;0.5745;2018
2511;9.22E-05;0.078609626;0.34056338;0.158988615;0.533481881;0.5785;2018
2512;8.82E-05;0.079545455;0.341784038;0.177985173;0.462296235;0.5715;2018
2513;8.61E-05;0.079545455;0.342957746;0.192944136;0.340447989;0.565;2018
2514;8.81E-05;0.080013369;0.357793427;0.19579031;0.224463469;0.5665;2018
2515;9.41E-05;0.079545455;0.397464789;0.180698967;0.109299871;0.5695;2018
2516;9.76E-05;0.079311497;0.438591549;0.152104845;0.02556585;0.572;2018
2517;0.00010081;0.078375668;0.459248826;0.149126291;0;0.5705;2018
2518;9.94E-05;0.078843583;0.431220657;0.164217633;-0.000117275;0.5625;2018
2519;0.000106061;0.078843583;0.530469484;0.160180037;-0.000117275;0.55;2018
2520;0.000105369;0.078843583;0.496478873;0.15554673;-0.000117275;0.5515;2018
2521;9.67E-05;0.079311497;0.395539906;0.156738152;-0.000117275;0.553;2018
2522;9.44E-05;0.079311497;0.376431925;0.134167329;-0.000117275;0.5535;2018
2523;9.01E-05;0.078375668;0.35971831;0.133902568;-0.000117275;0.543;2018
2524;8.67E-05;0.078609626;0.369483568;0.111861266;-0.000117275;0.541;2018
2525;8.80E-05;0.078609626;0.353380282;0.092533757;-0.000117275;0.5505;2018
2526;9.68E-05;0.086096257;0.401877934;0.08081811;-0.000117275;0.5435;2018
2527;0.000108349;0.093582888;0.55943662;0.079692878;0.000117275;0.532;2018
2528;0.000116562;0.09334893;0.578169014;0.08134763;0.036706931;0.538;2018
2529;0.00012048;0.096156417;0.57943662;0.056393963;0.135452093;0.54;2018
2530;0.000120875;0.096156417;0.54943662;0.043751655;0.251436613;0.5315;2018
2531;0.000120734;0.096156417;0.533568075;0.044744506;0.370822095;0.5365;2018
2532;0.000121498;0.09592246;0.54084507;0.053084459;0.453266096;0.5305;2018
2533;0.000121062;0.093582888;0.530328638;0.070161504;0.500410461;0.533;2018
2534;0.000117708;0.084926471;0.478122066;0.088562351;0.501700481;0.5345;2018
2535;0.000113128;0.080715241;0.438685446;0.10107228;0.480356515;0.539;2018
2536;0.000109716;0.080013369;0.454882629;0.10835319;0.466049021;0.5385;2018
2537;0.000106753;0.08328877;0.471643192;0.116891713;0.393104257;0.54;2018
2538;0.000105121;0.090541444;0.44943662;0.110802224;0.28544623;0.5365;2018
2539;0.000110103;0.091009358;0.562206573;0.108617951;0.152105078;0.547;2018
2540;0.000109775;0.091009358;0.597840376;0.095181361;0.036003284;0.5475;2018
2541;0.000109077;0.090775401;0.548544601;0.095512311;-0.000117275;0.5495;2018
2542;0.000106705;0.089605615;0.50629108;0.102727032;-0.000117275;0.548;2018
2543;0.000112181;0.089605615;0.504788732;0.099748478;-0.000117275;0.544;2018
2544;0.000111062;0.084224599;0.474131455;0.098490866;-0.000117275;0.5405;2018
2545;0.000101641;0.073930481;0.399577465;0.113582208;-0.000117275;0.5465;2018
2546;9.89E-05;0.073930481;0.383474178;0.124106434;-0.000117275;0.544;2018
2547;9.49E-05;0.073696524;0.364037559;0.12821022;-0.000117275;0.5425;2018
2548;9.17E-05;0.073930481;0.361549296;0.130460683;-0.000117275;0.539;2018
2549;9.29E-05;0.076036096;0.367230047;0.134498279;-0.000117275;0.5385;2018
2550;0.000100404;0.078843583;0.407981221;0.138072544;-0.000117275;0.5315;2018
2551;0.000111355;0.078609626;0.525070423;0.145552025;0.000117275;0.528;2018
2552;0.000118801;0.083054813;0.610469484;0.146478687;0.048668934;0.532;2018
2553;0.000121186;0.093582888;0.567089202;0.133373047;0.222587076;0.542;2018
2554;0.000119998;0.090775401;0.500516432;0.105771777;0.424885657;0.5435;2018
2555;0.000118637;0.091477273;0.481924883;0.117752184;0.576990735;0.536;2018
2556;0.000118364;0.083990642;0.444507042;0.148133439;0.679723232;0.534;2018
2557;0.000117405;0.074164439;0.429953052;0.137609214;0.729916735;0.5485;2018
2558;0.000114152;0.073696524;0.391784038;0.119208366;0.741644189;0.544;2018
2559;0.000110987;0.074164439;0.418309859;0.105374636;0.714436496;0.5475;2018
2560;0.00010734;0.073696524;0.432441315;0.0949166;0.645713616;0.5455;2018
2561;0.000103634;0.076036096;0.427699531;0.082208102;0.539814706;0.5435;2018
2562;0.000102263;0.073930481;0.416103286;0.064469155;0.383253196;0.549;2018
2563;0.000105706;0.07907754;0.51028169;0.055599682;0.191978421;0.5505;2018
2564;0.000104307;0.080481283;0.529530516;0.046796399;0.036472382;0.5515;2018
2565;0.000104049;0.080949198;0.555774648;0.058578237;-0.000117275;0.56;2018
2566;0.000102476;0.080715241;0.470234742;0.080023828;-0.000117275;0.552;2018
2567;0.000107695;0.077907754;0.492253521;0.097034684;-0.000117275;0.5495;2018
2568;0.000105977;0.077205882;0.420187793;0.103786074;-0.000117275;0.554;2018
2569;9.61E-05;0.075802139;0.396478873;0.106301297;-0.000117275;0.554;2018
2570;9.33E-05;0.07486631;0.369624413;0.105904157;-0.000117275;0.559;2018
2571;8.89E-05;0.075334225;0.369248826;0.10808843;-0.000117275;0.5605;2018
2572;8.53E-05;0.075100267;0.366901408;0.113516018;-0.000117275;0.566;2018
2573;8.55E-05;0.076971925;0.370140845;0.108485571;-0.000117275;0.56;2018
2574;9.23E-05;0.077907754;0.402300469;0.116428382;-0.000117275;0.5595;2018
2575;0.000101035;0.085862299;0.456197183;0.120929309;0.000703647;0.556;2018
2576;0.00010796;0.086096257;0.508638498;0.132446386;0.050193503;0.5605;2018
2577;0.000111769;0.084692513;0.500798122;0.118546465;0.220476135;0.5605;2018
2578;0.00011249;0.080247326;0.494553991;0.081744771;0.413627302;0.552;2018
2579;0.000112181;0.071590909;0.450328638;0.074728621;0.567960596;0.5505;2018
2580;0.000113128;0.072994652;0.44370892;0.113582208;0.665181189;0.5595;2018
2581;0.000113174;0.073930481;0.425868545;0.159782896;0.717485634;0.5575;2018
2582;0.000110488;0.073696524;0.411737089;0.196849351;0.728861264;0.554;2018
2583;0.000107491;0.074164439;0.407558685;0.219221604;0.7005981;0.5515;2018
2584;0.000104293;0.080013369;0.402629108;0.227296796;0.639263516;0.5495;2018
2585;0.000101102;0.080481283;0.428262911;0.230209161;0.529963645;0.5475;2018
2586;9.98E-05;0.079779412;0.468732394;0.219684935;0.370822095;0.551;2018
2587;0.000102247;0.079779412;0.554882629;0.187251787;0.181189164;0.553;2018
2588;0.000100798;0.083990642;0.557230047;0.171432354;0.040928814;0.558;2018
2589;0.000100005;0.083522727;0.535492958;0.201151708;0;0.558;2018
2590;9.85E-05;0.084926471;0.409061033;0.249007149;-0.000117275;0.567;2018
2591;0.000104051;0.081183155;0.444319249;0.262840879;-0.000117275;0.5715;2018
2592;0.00010232;0.076971925;0.450657277;0.272372253;-0.000117275;0.577;2018
2593;9.27E-05;0.080715241;0.382769953;0.281771247;-0.000117275;0.5785;2018
2594;8.95E-05;0.079545455;0.380704225;0.278858883;-0.000117275;0.578;2018
2595;8.45E-05;0.081885027;0.366666667;0.26998941;-0.000117275;0.5765;2018
2596;8.08E-05;0.08165107;0.367464789;0.253177125;-0.000117275;0.5765;2018
2597;8.08E-05;0.081885027;0.377934272;0.243645751;-0.000117275;0.576;2018
2598;8.66E-05;0.082820856;0.402065728;0.230606301;-0.000117275;0.5745;2018
2599;9.57E-05;0.089605615;0.462347418;0.221273497;0.000469098;0.5725;2018
2600;0.000102289;0.088903743;0.535633803;0.198437914;0.051366248;0.5695;2018
2601;0.000106429;0.088669786;0.552488263;0.139330156;0.215902428;0.5685;2018
2602;0.000109096;0.087733957;0.5657277;0.078170506;0.4076463;0.5625;2018
2603;0.000109142;0.084224599;0.510610329;0.064866296;0.555881318;0.5505;2018
2604;0.000111735;0.083756684;0.490328638;0.062351072;0.655330128;0.5595;2018
2605;0.000111851;0.083756684;0.453521127;0.057916336;0.706579102;0.563;2018
2606;0.000109508;0.083522727;0.416056338;0.053150649;0.71971385;0.5565;2018
2607;0.000106961;0.083756684;0.438403756;0.053481599;0.7005981;0.546;2018
2608;0.00010419;0.083522727;0.447558685;0.049245433;0.637387123;0.561;2018
2609;0.000100865;0.08328877;0.467183099;0.042957374;0.530550018;0.558;2018
2610;0.000100047;0.080247326;0.474929577;0.038919778;0.373871233;0.555;2018
2611;0.000102667;0.084224599;0.588169014;0.037265025;0.186701067;0.5655;2018
2612;0.000100108;0.086330214;0.560985915;0.036272174;0.039052422;0.575;2018
2613;9.86E-05;0.087032086;0.515915493;0.043751655;-0.000117275;0.5735;2018
2614;9.78E-05;0.084692513;0.452910798;0.052422558;-0.000117275;0.581;2018
2615;0.000103462;0.081885027;0.554882629;0.06063013;-0.000117275;0.582;2018
2616;0.000101874;0.081183155;0.501690141;0.063608684;-0.000117275;0.589;2018
2617;9.15E-05;0.081183155;0.419577465;0.059107757;-0.000117275;0.5875;2018
2618;8.87E-05;0.081417112;0.403568075;0.054739211;-0.000117275;0.5815;2018
2619;8.32E-05;0.081183155;0.415117371;0.050304474;-0.000117275;0.58;2018
2620;7.96E-05;0.081183155;0.385305164;0.049576383;-0.000117275;0.583;2018
2621;8.00E-05;0.081417112;0.391690141;0.043950225;-0.000117275;0.5855;2018
2622;8.67E-05;0.081183155;0.415070423;0.041964522;-0.000117275;0.5835;2018
2623;9.59E-05;0.086798128;0.539906103;0.037331215;0.000938196;0.5825;2018
2624;0.000103714;0.088669786;0.619107981;0.036007413;0.055236308;0.5715;2018
2625;0.000107958;0.090775401;0.593098592;0.030976966;0.21906884;0.573;2018
2626;0.000109939;0.085862299;0.522629108;0.02018798;0.409639967;0.5805;2018
2627;0.000110715;0.086564171;0.495070423;0.018400847;0.558813182;0.5815;2018
2628;0.000112131;0.089605615;0.497276995;0.022173683;0.65720652;0.578;2018
2629;0.000112963;0.087967914;0.480328638;0.02733651;0.709393691;0.5715;2018
2630;0.000109815;0.086564171;0.444037559;0.031572677;0.72487393;0.574;2018
2631;0.000107027;0.080949198;0.421549296;0.03382314;0.700832649;0.5735;2018
2632;0.000103918;0.080481283;0.414319249;0.038191687;0.631757945;0.574;2018
2633;0.000100522;0.080481283;0.423849765;0.037860736;0.522575349;0.5755;2018
2634;0.000100274;0.080715241;0.4857277;0.039316918;0.369649349;0.5805;2018
2635;0.000101569;0.083990642;0.539953052;0.041435001;0.18599742;0.58;2018
2636;9.94E-05;0.087032086;0.558028169;0.043685465;0.039169696;0.583;2018
2637;9.83E-05;0.084224599;0.598638498;0.06102727;0;0.5835;2018
2638;9.70E-05;0.084224599;0.499953052;0.087238549;-0.000117275;0.5855;2018
2639;0.000102415;0.083990642;0.505023474;0.110868414;-0.000117275;0.5875;2018
